Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Emission energy (nm),Excitation peak (nm)
NaGdW2O8Tm0.01,12.01,8,0.01,7.99,226,74,8,66,549.01298928,183.84,15.999,167.841,730,180,60,120,8.52,3.44,0.93,2.51,17,6,1,5,38.955266699999996,13.618054,5.1390767,8.4789773,287.69,148,0.6900000000000001,147.31,677.60111148,367.68,1.6893422000000002,365.9906578,1111.75,480,1.75,478.25,33.0625,27.52,0.0125,27.5075,63.02,48,0.02,47.98,136.0232078,108.944432,0.0618431,108.8825889,298,454,359
CaWO4Tm0.02,6.02,4,0.02,3.98,171,74,8,66,408.85122,183.84,15.999,167.841,550,180,60,120,7.390000000000001,3.44,1,2.44,16,6,2,4,33.779549200000005,13.618054,6.1131552,7.504898800000001,127.38,74,1.3800000000000001,72.62,291.2926844,183.84,3.3786844000000005,180.4613156,558.5,240,3.5,236.5,16.485,13.76,0.025,13.735,32.04,24,0.04,23.96,68.57308739999999,54.472216,0.1236862,54.3485298,298,454,359
CaWO4Tm0.02Dy0.005,6.0249999999999995,4,0.005,3.995,237,74,8,66,571.35122,183.84,15.999,167.841,725,180,60,120,8.610000000000001,3.44,1,2.44,18,6,2,4,39.71859920000001,13.618054,5.93905,7.679004000000001,127.71,74,0.33,73.67,292.1051844,183.84,0.8125,183.0275,559.375,240,0.875,239.125,16.4911,13.76,0.0061,13.7539,32.05,24,0.01,23.99,68.60278265,54.472216,0.02969525,54.44252075,298,454,359
CaWO4Tm0.02Dy0.01,6.029999999999999,4,0.01,3.99,237,74,8,66,571.35122,183.84,15.999,167.841,725,180,60,120,8.610000000000001,3.44,1,2.44,18,6,2,4,39.71859920000001,13.618054,5.93905,7.679004000000001,128.04,74,0.66,73.34,292.9176844,183.84,1.625,182.215,560.25,240,1.75,238.25,16.4972,13.76,0.0122,13.7478,32.06,24,0.02,23.98,68.6324779,54.472216,0.0593905,54.412825500000004,298,454,359
CaWO4Tm0.02Dy0.015,6.034999999999999,4,0.015,3.985,237,74,8,66,571.35122,183.84,15.999,167.841,725,180,60,120,8.610000000000001,3.44,1,2.44,18,6,2,4,39.71859920000001,13.618054,5.93905,7.679004000000001,128.37,74,0.99,73.01,293.7301844,183.84,2.4375,181.4025,561.125,240,2.625,237.375,16.5033,13.76,0.0183,13.7417,32.07,24,0.03,23.97,68.66217314999999,54.472216,0.08908574999999999,54.38313025,298,454,359
CaWO4Tm0.02Dy0.02,6.039999999999999,4,0.02,3.98,237,74,8,66,571.35122,183.84,15.999,167.841,725,180,60,120,8.610000000000001,3.44,1,2.44,18,6,2,4,39.71859920000001,13.618054,5.93905,7.679004000000001,128.7,74,1.32,72.68,294.5426844,183.84,3.25,180.59,562,240,3.5,236.5,16.5094,13.76,0.0244,13.7356,32.08,24,0.04,23.96,68.69186839999999,54.472216,0.118781,54.353435000000005,298,454,359
La1.92LiSbO6Tm0.08,10,6,0.08,5.92,188,69,3,66,452.5386900000001,168.93422,6.94,161.99422,720,195,60,135,8.82,3.44,0.98,2.46,17,6,1,5,39.379367761,13.618054,5.391714761,8.226339239000001,216.96,109.44,3,106.44,504.90724,266.6985024,6.94,259.7585024,1038.4,374.4,14,360.4,25.882,20.64,0.1,20.54,47.919999999999995,36,0.16,35.84,106.91082056100001,81.708324,0.4947448,81.2135792,298,454,359
Ba2GdNbO6Mn0.005,10.005,6,0.005,5.995,194,64,8,56,458.420414,157.25,15.999,141.251,740,215,60,155,8.68,3.44,0.89,2.55,22,7,2,5,39.172382,13.618054,5.211664,8.406390000000002,265.125,112,0.125,111.875,621.0790602200001,274.654,0.27469022,274.37930977999997,1115.7,430,0.7000000000000001,429.3,25.22775,20.64,0.007750000000000001,20.63225,47.035,36,0.035,35.965,105.07746809000001,81.708324,0.03717009,81.67115391,298,676,360
Ba2Y0.97B2O6ClCe0.03,11.999999999999998,6,0.03,5.97,183,58,5,53,428.60784,140.116,10.81,129.306,825,215,60,155,11.870000000000001,3.44,0.89,2.55,23,7,2,5,51.851227,13.618054,5.211664,8.406390000000002,226.57,112,1.74,110.26,518.1601448,274.654,4.20348,270.45052,1240.1499999999999,430,5.55,424.45,30.877,20.64,0.033600000000000005,20.6064,55.97,36,0.06,35.94,127.8922202,81.708324,0.16615799999999997,81.54216600000001,298,420,360
Ba2Y0.82B2O6ClCe0.03Tb0.15,12,6,0.03,5.97,248,65,5,60,587.53319,158.92535,10.81,148.11535,1000,215,60,155,11.870000000000001,3.44,0,3.44,25,7,2,5,57.715027,13.618054,5.211664,8.406390000000002,230.47,112,1.74,110.26,528.6630713,274.654,4.20348,270.45052,1239.3999999999999,430,5.55,424.45,30.694,20.64,0,20.64,55.82,36,0.06,35.94,127.8392012,81.708324,0.16615799999999997,81.54216600000001,298,420,360
Ba2Y0.47B2O6ClCe0.03Tb0.5,11.999999999999998,6,0.03,5.97,248,65,5,60,587.53319,158.92535,10.81,148.11535,1000,215,60,155,11.870000000000001,3.44,0,3.44,25,7,2,5,57.715027,13.618054,5.211664,8.406390000000002,239.57,112,1.74,110.26,553.1698998,274.654,4.20348,270.45052,1237.6499999999999,430,5.55,424.45,30.267,20.64,0,20.64,55.47,36,0.06,35.94,127.7154902,81.708324,0.16615799999999997,81.54216600000001,298,420,360
Ba2Y0.47B2O6ClCe0.03Tb0.5,11.999999999999998,6,0.03,5.97,248,65,5,60,587.53319,158.92535,10.81,148.11535,1000,215,60,155,11.870000000000001,3.44,0,3.44,25,7,2,5,57.715027,13.618054,5.211664,8.406390000000002,239.57,112,1.74,110.26,553.1698998,274.654,4.20348,270.45052,1237.6499999999999,430,5.55,424.45,30.267,20.64,0,20.64,55.47,36,0.06,35.94,127.7154902,81.708324,0.16615799999999997,81.54216600000001,298,545,360
Ba2LaSbO6Mn0.0003,10.0003,6,0.0003,5.9997,197,57,8,49,468.92951400000004,138.90547,15.999,122.90647000000001,755,215,60,155,9.030000000000001,3.44,0.89,2.55,23,7,2,5,40.449025000000006,13.618054,5.211664,8.406390000000002,268.0075,112,0.0075,111.9925,631.3299514132001,274.654,0.0164814132,274.6375185868,1130.042,430,0.041999999999999996,429.958,25.570465,20.64,0.00046499999999999997,20.639535000000002,48.0021,36,0.0021,35.9979,106.31917120540001,81.708324,0.0022302054,81.70609379460001,298,678,360
Ba2LaSbO6Mn0.0007,10.0007,6,0.0007,5.9993,197,57,8,49,468.92951400000004,138.90547,15.999,122.90647000000001,755,215,60,155,9.030000000000001,3.44,0.89,2.55,23,7,2,5,40.449025000000006,13.618054,5.211664,8.406390000000002,268.0175,112,0.017499999999999998,111.9825,631.3519266308001,274.654,0.038456630799999995,274.6155433692,1130.098,430,0.098,429.902,25.571085,20.64,0.001085,20.638915,48.0049,36,0.0049,35.9951,106.32214481260002,81.708324,0.0052038126,81.7031201874,298,678,360
Ba2LaSbO6Mn0.001,10.001,6,0.001,5.999,197,57,8,49,468.92951400000004,138.90547,15.999,122.90647000000001,755,215,60,155,9.030000000000001,3.44,0.89,2.55,23,7,2,5,40.449025000000006,13.618054,5.211664,8.406390000000002,268.025,112,0.025,111.975,631.368408044,274.654,0.054938044,274.599061956,1130.14,430,0.14,429.86,25.571550000000002,20.64,0.0015500000000000002,20.63845,48.007,36,0.007,35.993,106.32437501800001,81.708324,0.007434018000000001,81.700889982,298,678,360
Ba2LaSbO6Mn0.0013,10.0013,6,0.0013,5.9987,197,57,8,49,468.92951400000004,138.90547,15.999,122.90647000000001,755,215,60,155,9.030000000000001,3.44,0.89,2.55,23,7,2,5,40.449025000000006,13.618054,5.211664,8.406390000000002,268.0325,112,0.0325,111.9675,631.3848894572001,274.654,0.0714194572,274.5825805428,1130.182,430,0.182,429.818,25.572015,20.64,0.002015,20.637985,48.0091,36,0.0091,35.9909,106.32660522340001,81.708324,0.0096642234,81.69865977660001,298,678,360
Ba2LaSbO6Mn0.0015,10.0015,6,0.0015,5.9985,197,57,8,49,468.92951400000004,138.90547,15.999,122.90647000000001,755,215,60,155,9.030000000000001,3.44,0.89,2.55,23,7,2,5,40.449025000000006,13.618054,5.211664,8.406390000000002,268.0375,112,0.0375,111.9625,631.395877066,274.654,0.082407066,274.571592934,1130.21,430,0.21,429.79,25.572325,20.64,0.0023250000000000002,20.637675,48.0105,36,0.0105,35.9895,106.32809202700001,81.708324,0.011151027,81.69717297300001,298,678,360
Ba2LaSbO6Mn0.002,10.002,6,0.002,5.998,197,57,8,49,468.92951400000004,138.90547,15.999,122.90647000000001,755,215,60,155,9.030000000000001,3.44,0.89,2.55,23,7,2,5,40.449025000000006,13.618054,5.211664,8.406390000000002,268.05,112,0.05,111.95,631.423346088,274.654,0.109876088,274.544123912,1130.28,430,0.28,429.72,25.5731,20.64,0.0031000000000000003,20.6369,48.014,36,0.014,35.986,106.33180903600001,81.708324,0.014868036000000001,81.69345596400001,298,678,360
Ba3Y1.9B4O12Ce0.05,20.95,12,0.05,11.95,166,58,5,53,393.15784,140.116,10.81,129.306,725,215,60,155,8.71,3.44,0.89,2.55,16,6,2,4,38.883597,13.618054,5.211664,8.406390000000002,361,168,2.9000000000000004,165.1,823.1358960000001,411.981,7.005800000000001,404.9752,2056.25,720,9.25,710.75,54.483999999999995,41.28,0.05600000000000001,41.224000000000004,95.8,72,0.1,71.9,224.33344,163.416648,0.27693,163.13971800000002,298,421,360
Gd2MoO6Eu0.3,9.3,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,236.9,128,18.9,109.1,552.0332,314.5,45.5892,268.9108,920.5,360,55.5,304.5,25.200000000000003,20.64,0,20.64,46.6,36,0.6,35.4,102.8014615,81.708324,1.7011154999999998,80.0072085,298,610,360
NaBaYB2O6Ce0.02Tb0.03,11.049999999999999,6,0.02,5.98,242,65,5,60,575.07295928,158.92535,10.81,148.11535,1080,215,60,155,9.64,3.44,0,3.44,19,6,1,5,49.886473699999996,13.618054,5.1390767,8.4789773,167.10999999999999,56,1.16,54.84,374.40668977999997,137.327,2.8023200000000004,134.52468,1113.95,360,3.7,356.3,27.782400000000003,20.64,0,20.64,48.1,36,0.04,35.96,115.1590487,81.708324,0.110772,81.59755200000001,298,542,360
Gd1.4MoO6Eu0.3,8.700000000000001,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,198.5,89.6,18.9,70.69999999999999,457.68319999999994,220.14999999999998,45.5892,174.56079999999997,812.5,360,55.5,304.5,24.48,20.64,0,20.64,45.4,36,0.6,35.4,99.1115839,81.708324,1.7011154999999998,80.0072085,298,610,360
CaBi2Ta2O9Tm0.1,14.1,9,0.1,8.9,253,83,8,75,614.9395000000001,208.9804,15.999,192.9814,720,180,60,120,9.09,3.44,1,2.44,20,6,2,4,40.750605199999995,13.618054,6.1131552,7.504898800000001,410.9,166,6.9,159.1,980.818982,417.9608,16.893422,401.067378,1347.5,540,17.5,522.5,38.885,30.96,0.125,30.835,76.2,54,0.2,53.8,158.9642442,122.562486,0.6184310000000001,121.944055,298,458,360
Ca3La2W1.996O12Mn0.002,18.998,12,0.002,11.998,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,417.754,147.704,0.05,147.654,957.087456088,366.94464,0.109876088,366.83476391199997,1919.74,720,0.28,719.72,49.8763,41.28,0.0031000000000000003,41.2769,95.99,72,0.014,71.986,208.621385516,163.416648,0.014868036000000001,163.401779964,298,711,360
Ca3La2W1.992O12Mn0.004,18.996000000000002,12,0.004,11.996,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,417.50800000000004,147.408,0.1,147.308,956.4619721760001,366.20928,0.219752176,365.989527824,1919.48,720,0.56,719.44,49.8726,41.28,0.006200000000000001,41.2738,95.98,72,0.028,71.972,208.604797432,163.416648,0.029736072000000002,163.38691192800002,298,711,360
Ca3La2W1.984O12Mn0.008,18.992,12,0.008,11.992,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,417.016,146.816,0.2,146.616,955.211004352,364.73856,0.439504352,364.29905564800004,1918.9599999999998,720,1.12,718.88,49.8652,41.28,0.012400000000000001,41.2676,95.96,72,0.056,71.944,208.57162126400002,163.416648,0.059472144000000005,163.357175856,298,711,360
Ca3La2W1.98O12Mn0.01,18.990000000000002,12,0.01,11.99,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,416.77,146.52,0.25,146.27,954.58552044,364.0032,0.54938044,363.45381956,1918.7,720,1.4000000000000001,718.6,49.86150000000001,41.28,0.015500000000000002,41.2645,95.94999999999999,72,0.07,71.93,208.55503318,163.416648,0.07434018,163.34230782,298,711,360
Ca3La2W1.976O12Mn0.012,18.988,12,0.012,11.988,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,416.524,146.224,0.3,145.92399999999998,953.960036528,363.26784,0.659256528,362.60858347199996,1918.44,720,1.68,718.32,49.857800000000005,41.28,0.018600000000000002,41.2614,95.94,72,0.084,71.916,208.538445096,163.416648,0.089208216,163.327439784,298,711,360
Ca3La2W1.97O12Mn0.015,18.985,12,0.015,11.985,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,416.155,145.78,0.375,145.405,953.02181066,362.1648,0.82407066,361.34072934,1918.05,720,2.1,717.9,49.85225,41.28,0.02325,41.256750000000004,95.925,72,0.105,71.895,208.51356297,163.416648,0.11151027,163.30513773,298,711,360
Ca3La2W1.96O12Mn0.02,18.98,12,0.02,11.98,184,74,8,66,433.76051400000006,183.84,15.999,167.841,710,195,60,135,8.790000000000001,3.44,1,2.44,24,7,2,5,40.606157200000006,13.618054,5.5769,8.041154,415.53999999999996,145.04,0.5,144.54,951.45810088,360.3264,1.09876088,359.22763912,1917.3999999999999,720,2.8000000000000003,717.2,49.842999999999996,41.28,0.031000000000000003,41.249,95.89999999999999,72,0.14,71.86,208.47209275999998,163.416648,0.14868036,163.26796764000002,298,711,360
NaSrBO3Ce0.01Sm0.06,6.069999999999999,3,0.01,2.99,182,62,5,57,427.89476928000005,150.36,10.81,139.55,895,200,60,140,9.65,3.44,0.93,2.51,16,6,1,5,43.93232690000001,13.618054,5.1390767,8.4789773,82.3,38,0.58,37.42,179.83952928000002,87.62,1.4011600000000002,86.21884,657.95,200,1.85,198.15,14.3214,10.32,0.011200000000000002,10.3088,24.14,18,0.02,17.98,60.38013350000001,40.854162,0.055386,40.798776000000004,298,424,360
LiGdW2O8Tm0.05,12.05,8,0.05,7.95,218,74,3,71,532.96322,183.84,6.94,176.9,695,180,60,120,8.57,3.44,0.98,2.46,17,6,1,5,39.207904760999995,13.618054,5.391714761,8.226339239000001,282.45,148,3,145,668.308711,367.68,6.94,360.74,1083.75,480,8.75,471.25,33.1625,27.52,0.0625,27.4575,63.1,48,0.1,47.9,136.523218261,108.944432,0.30921550000000003,108.63521650000001,298,455,360
BaLaMgNb0.9995O6Mn0.0005,10.000000000000002,6,0.0005,5.9995,199,57,8,49,464.38088400000004,138.90547,15.999,122.90647000000001,905,215,60,155,9.89,3.44,0.89,2.55,25,7,2,5,46.245721,13.618054,5.211664,8.406390000000002,213.992,57,0.0125,56.9875,489.418855837,138.90547,0.027469022,138.87800097800002,1064.9975,360,0.07,359.93,25.539975000000002,20.64,0.0007750000000000001,20.639225,48.001000000000005,36,0.0035,35.9965,106.902310584,81.708324,0.0037170090000000003,81.704606991,298,700,360
BaLaMgNb0.999O6Mn0.001,10,6,0.001,5.999,199,57,8,49,464.38088400000004,138.90547,15.999,122.90647000000001,905,215,60,155,9.89,3.44,0.89,2.55,25,7,2,5,46.245721,13.618054,5.211664,8.406390000000002,213.984,57,0.025,56.975,489.399871674,138.90547,0.054938044,138.850531956,1064.9950000000001,360,0.14,359.86,25.539950000000005,20.64,0.0015500000000000002,20.63845,48.002,36,0.007,35.993,106.90264816800001,81.708324,0.007434018000000001,81.700889982,298,700,360
BaLaMgNb0.998O6Mn0.002,10.000000000000002,6,0.002,5.998,199,57,8,49,464.38088400000004,138.90547,15.999,122.90647000000001,905,215,60,155,9.89,3.44,0.89,2.55,25,7,2,5,46.245721,13.618054,5.211664,8.406390000000002,213.96800000000002,57,0.05,56.95,489.3619033480001,138.90547,0.109876088,138.79559391200002,1064.99,360,0.28,359.72,25.5399,20.64,0.0031000000000000003,20.6369,48.004000000000005,36,0.014,35.986,106.903323336,81.708324,0.014868036000000001,81.69345596400001,298,700,360
BaLaMgNb0.996O6Mn0.004,10,6,0.004,5.996,199,57,8,49,464.38088400000004,138.90547,15.999,122.90647000000001,905,215,60,155,9.89,3.44,0.89,2.55,25,7,2,5,46.245721,13.618054,5.211664,8.406390000000002,213.936,57,0.1,56.9,489.285966696,138.90547,0.219752176,138.68571782400002,1064.98,360,0.56,359.44,25.5398,20.64,0.006200000000000001,20.6338,48.008,36,0.028,35.972,106.90467367200002,81.708324,0.029736072000000002,81.678587928,298,700,360
BaLaMgNb0.992O6Mn0.008,10,6,0.008,5.992,199,57,8,49,464.38088400000004,138.90547,15.999,122.90647000000001,905,215,60,155,9.89,3.44,0.89,2.55,25,7,2,5,46.245721,13.618054,5.211664,8.406390000000002,213.87199999999999,57,0.2,56.8,489.13409339200007,138.90547,0.439504352,138.465965648,1064.96,360,1.12,358.88,25.5396,20.64,0.012400000000000001,20.6276,48.016,36,0.056,35.944,106.907374344,81.708324,0.059472144000000005,81.64885185600001,298,700,360
BaLaMgNb0.99O6Mn0.01,10,6,0.01,5.99,199,57,8,49,464.38088400000004,138.90547,15.999,122.90647000000001,905,215,60,155,9.89,3.44,0.89,2.55,25,7,2,5,46.245721,13.618054,5.211664,8.406390000000002,213.84,57,0.25,56.75,489.05815674,138.90547,0.54938044,138.35608956000002,1064.95,360,1.4000000000000001,358.6,25.5395,20.64,0.015500000000000002,20.6245,48.02,36,0.07,35.93,106.90872467999999,81.708324,0.07434018,81.63398382000001,298,700,360
Sr4Al14O25Ce0.16,43.16,25,0.16,24.84,117,58,8,50,270.7165385,140.116,15.999,124.11700000000002,570,200,60,140,7.12,3.44,0.95,2.49,13,6,2,4,30.837289600000002,13.618054,5.5386,8.079454000000002,543.28,200,9.28,190.72,1150.615099,399.975,22.418560000000003,377.55644,4079.6,1750,29.6,1720.4,112.5192,86,0.17920000000000003,85.8208,200.32,150,0.32,149.68,447.91775240000004,340.45135000000005,0.886176,339.56517400000007,298,448,361
NaGdW2O8Tm0.05,12.05,8,0.05,7.95,226,74,8,66,549.01298928,183.84,15.999,167.841,730,180,60,120,8.52,3.44,0.93,2.51,17,6,1,5,38.955266699999996,13.618054,5.1390767,8.4789773,290.45,148,3.45,144.55,684.35848028,367.68,8.446711,359.233289,1118.75,480,8.75,471.25,33.1125,27.52,0.0625,27.4575,63.1,48,0.1,47.9,136.27058019999998,108.944432,0.30921550000000003,108.63521650000001,298,461,361
Li2SrSiO4Eu0.01Ce0.0025,8.0125,4,0.0025,3.9975,184,63,3,60,430.72400000000005,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.065303961,13.618054,5.391714761,8.226339239000001,90.77499999999999,38,0.145,37.855,195.45093000000003,87.62,0.35029000000000005,87.26971,842.3125,290,0.4625,289.5375,18.5728,13.76,0,13.76,32.025000000000006,24,0.005,23.995,79.17274607200001,54.472216,0.0138465,54.4583695,298,413,361
Li2SrSiO4Eu0.01Ce0.005,8.015,4,0.005,3.995,184,63,3,60,430.72400000000005,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.065303961,13.618054,5.391714761,8.226339239000001,90.92,38,0.29,37.71,195.80122000000003,87.62,0.7005800000000001,86.91942,842.775,290,0.925,289.075,18.5756,13.76,0,13.76,32.03,24,0.01,23.99,79.18659257200001,54.472216,0.027693,54.444523000000004,298,413,361
Li2SrSiO4Eu0.01Ce0.0075,8.0175,4,0.0075,3.9925,184,63,3,60,430.72400000000005,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.065303961,13.618054,5.391714761,8.226339239000001,91.065,38,0.435,37.565,196.15151000000003,87.62,1.05087,86.56913,843.2375000000001,290,1.3875,288.6125,18.578400000000002,13.76,0,13.76,32.035000000000004,24,0.015,23.985,79.20043907200001,54.472216,0.04153949999999999,54.430676500000004,298,413,361
Li2SrSiO4Eu0.01Ce0.01,8.02,4,0.01,3.99,184,63,3,60,430.72400000000005,151.964,6.94,145.024,885,200,60,140,8.39,3.44,0,3.44,17,6,1,5,44.065303961,13.618054,5.391714761,8.226339239000001,91.21,38,0.58,37.42,196.50180000000003,87.62,1.4011600000000002,86.21884,843.7,290,1.85,288.15,18.5812,13.76,0,13.76,32.040000000000006,24,0.02,23.98,79.21428557200001,54.472216,0.055386,54.416830000000004,298,413,361
Rb3YV2O8,14,8,1,7,107,39,8,31,241.31413999999998,88.90584,15.999,72.90684,610,235,60,175,7.109999999999999,3.44,0.82,2.62,15,6,1,5,30.758629,13.618054,4.177128,9.440926000000001,260,111,39,72,575.1842399999999,256.4034,88.90584,167.49755999999996,1635,705,180,525,34.46,27.52,1.22,26.3,64,48,3,45,141.18545,108.944432,6.21726,102.72717200000001,298,500,362
Rb3LuV2O8,14,8,1,7,139,71,8,63,327.37510000000003,174.9668,15.999,158.9678,605,235,60,175,6.89,3.44,0.82,2.62,14,6,1,5,29.96724,13.618054,4.177128,9.440926000000001,292,111,46,65,661.2452,256.4034,101.883,154.5204,1630,705,175,530,34.24,27.52,1,26.52,63,48,2,46,140.39406100000002,108.944432,5.425871,103.518561,298,500,362
Ba0.88YSi2Al2O2N5Eu0.12,12.999999999999998,5,0.12,4.88,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.100000000000001,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322465999999999,200.84,49.28,7.56,41.72,440.155357,120.84776,18.23568,102.61207999999999,1306.4,325,22.2,302.8,31.1032,15.2,0,15.2,56,25,0.24,24.76,139.66563132,72.67065,0.6804461999999999,71.99020379999999,298,527,362
Sr1.4Zn0.3CeO4Eu0.3,7,4,0.3,3.7,197,63,8,55,461.079,151.964,15.999,135.965,765,200,60,140,7.16,3.44,0,3.44,24,12,2,10,39.916105200000004,13.618054,5.5386,8.079454000000002,171.1,58,9,49,391.9832,140.116,19.613999999999997,120.50200000000001,801,280,40.5,239.5,16.705,13.76,0,13.76,33,24,0.6,23.4,72.50300528000001,54.472216,1.7011154999999998,52.7711005,298,614,363
Lu2MoO6Eu0.01,9.01,6,0.01,5.99,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,232.63,142,0.63,141.37,543.39724,349.9336,1.51964,348.41396000000003,856.85,360,1.85,358.15,24.8,20.64,0,20.64,46.02,36,0.02,35.98,99.70919985000002,81.708324,0.05670385,81.65162015,298,610,363
Lu2MoO6Eu0.03,9.03,6,0.03,5.97,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,233.89,142,1.89,140.11,546.43652,349.9336,4.55892,345.37468,860.55,360,5.55,354.45,24.8,20.64,0,20.64,46.06,36,0.06,35.94,99.82260755000001,81.708324,0.17011154999999997,81.53821245,298,610,363
Lu2MoO6Eu0.05,9.05,6,0.05,5.95,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,235.15,142,3.1500000000000004,138.85,549.4758,349.9336,7.5982,342.3354,864.25,360,9.25,350.75,24.8,20.64,0,20.64,46.1,36,0.1,35.9,99.93601525000001,81.708324,0.28351925,81.42480475,298,610,363
Lu2MoO6Eu0.1,9.1,6,0.1,5.9,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,238.3,142,6.300000000000001,135.7,557.0740000000001,349.9336,15.1964,334.73720000000003,873.5,360,18.5,341.5,24.8,20.64,0,20.64,46.2,36,0.2,35.8,100.21953450000001,81.708324,0.5670385,81.14128550000001,298,610,363
Lu2MoO6Eu0.2,9.2,6,0.2,5.8,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,244.6,142,12.600000000000001,129.4,572.2704,349.9336,30.3928,319.5408,892,360,37,323,24.8,20.64,0,20.64,46.4,36,0.4,35.6,100.78657300000002,81.708324,1.134077,80.574247,298,610,363
Lu2MoO6Eu0.4,9.4,6,0.4,5.6,184,71,8,63,438.87980000000005,174.9668,15.999,158.9678,565,185,60,125,6.6,3.44,0,3.44,16,6,2,4,31.80674,13.618054,5.425871,8.192183,257.2,142,25.200000000000003,116.8,602.6632000000001,349.9336,60.7856,289.148,929,360,74,286,24.8,20.64,0,20.64,46.8,36,0.8,35.2,101.92065000000001,81.708324,2.268154,79.44017000000001,298,610,363
Ba2Y5B5O17Ce0.25,29.25,17,0.25,16.75,166,58,5,53,393.15784,140.116,10.81,129.306,725,215,60,155,8.71,3.44,0.89,2.55,16,6,2,4,38.883597,13.618054,5.211664,8.406390000000002,482.5,195,14.5,180.5,1080.2451999999998,444.5292,35.029,409.5002,2821.25,1020,46.25,973.75,76.84,58.48,0.28,58.199999999999996,136.5,102,0.5,101.5,315.891291,231.506918,1.38465,230.12226800000002,298,450,363
