Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),Emission peak (nm)
Sr2LiSiO4FSm0.05Tb0.02,9.07,4,0.02,3.98,199,65,3,62,466.92775316300003,158.92535,6.94,151.98535,925,200,50,150,12.42,3.98,0,3.98,24,7,1,6,61.786648961,17.42282,5.391714761,12.031105239000002,138.4,76,1.3,74.7,303.95591016300006,175.24,3.178507,172.061493,957.75,400,3.5,396.5,22.5785,13.76,0,13.76,40.14,24,0.04,23.96,97.22762966100001,54.472216,0.117276,54.354940000000006,298,370,598
Ca1.64Gd7.6Si6O26Ce0.05Mn0.18,41.47,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,818.5999999999999,486.4,2.9000000000000004,483.5,1862.2065679199998,1195.1,7.005800000000001,1188.0942,3917.6499999999996,1560,9.25,1550.75,111.93499999999999,89.44,0.05600000000000001,89.384,199.84,156,0.1,155.9,461.35857936800005,354.069404,0.27693,353.792474,298,287,598
Na3Bi1.9P3O12Eu0.1,20,12,0.1,11.9,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,338,157.7,6.300000000000001,151.39999999999998,766.137753834,397.06275999999997,15.1964,381.86636,1882.5,720,18.5,701.5,54.25,41.28,0,41.28,99.7,72,0.2,71.8,224.703455,163.416648,0.5670385,162.8496095,298,396,598
Na3Bi1.875P3O12Eu0.125,20,12,0.125,11.875,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,337.5,155.625,7.875,147.75,764.712343834,391.83825,18.9955,372.84275,1883.125,720,23.125,696.875,54.2025,41.28,0,41.28,99.625,72,0.25,71.75,224.663076725,163.416648,0.708798125,162.70784987500002,298,396,598
Na3Bi1.85P3O12Eu0.15,20,12,0.15,11.85,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,337,153.55,9.45,144.10000000000002,763.2869338339999,386.61374,22.7946,363.81914,1883.75,720,27.75,692.25,54.155,41.28,0,41.28,99.55,72,0.3,71.7,224.62269845000003,163.416648,0.8505577499999999,162.56609025,298,396,598
Na3Bi1.8P3O12Eu0.2,20,12,0.2,11.8,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,336,149.4,12.600000000000001,136.8,760.4361138339999,376.16472,30.3928,345.77191999999997,1885,720,37,683,54.06,41.28,0,41.28,99.4,72,0.4,71.6,224.5419419,163.416648,1.134077,162.28257100000002,298,396,598
Na3Bi1.75P3O12Eu0.25,20,12,0.25,11.75,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,335,145.25,15.75,129.5,757.5852938339999,365.7157,37.991,327.72470000000004,1886.25,720,46.25,673.75,53.965,41.28,0,41.28,99.25,72,0.5,71.5,224.46118535000002,163.416648,1.41759625,161.99905175,298,396,598
Na3Bi1.7P3O12Eu0.3,20,12,0.3,11.7,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,334,141.1,18.9,122.19999999999999,754.7344738339999,355.26668,45.5892,309.67748,1887.5,720,55.5,664.5,53.870000000000005,41.28,0,41.28,99.1,72,0.6,71.4,224.3804288,163.416648,1.7011154999999998,161.71553250000002,298,396,598
SrBi2B2O7Sm0.04,12.04,7,0.04,6.96,196,83,5,78,473.7694000000001,208.9804,10.81,198.1704,690,200,60,140,9.5,3.44,0.95,2.49,18,6,2,4,40.5401662,13.618054,5.64371,7.974344000000001,272.48,166,2.48,163.52,645.2082,417.9608,6.014400000000001,411.9464,1117.4,420,7.4,412.6,32.956799999999994,24.08,0.0468,24.033199999999997,60.08,42,0.08,41.92,132.4140636,95.326378,0.2257484,95.1006296,298,403,598
SrBi2B2O7Sm0.04Eu0.06,12.1,7,0.04,6.96,259,83,5,78,625.7334000000001,208.9804,10.81,198.1704,875,200,60,140,9.5,3.44,0,3.44,20,6,2,4,46.2105512,13.618054,5.64371,7.974344000000001,276.26,166,2.48,163.52,654.32604,417.9608,6.014400000000001,411.9464,1128.5,420,7.4,412.6,32.956799999999994,24.08,0,24.08,60.199999999999996,42,0.08,41.92,132.7542867,95.326378,0.2257484,95.1006296,298,403,598
LiBa0.98PO4Sm0.02,7,4,0.02,3.98,144,62,3,59,341.59976199799996,150.36,6.94,143.42000000000002,705,215,60,155,8.67,3.44,0.89,2.55,16,6,1,5,40.351828761,13.618054,5.211664,8.406390000000002,106.11999999999999,54.879999999999995,1.24,53.63999999999999,239.49742199800002,134.58046,3.0072000000000005,131.57325999999998,699.4000000000001,240,3.7,236.3,17.825599999999998,13.76,0.0234,13.7366,32,24,0.04,23.96,75.57092168099999,54.472216,0.1128742,54.3593418,298,402,599
LiBa0.96PO4Sm0.04,7,4,0.04,3.96,144,62,3,59,341.59976199799996,150.36,6.94,143.42000000000002,705,215,60,155,8.67,3.44,0.89,2.55,16,6,1,5,40.351828761,13.618054,5.211664,8.406390000000002,106.24,53.76,2.48,51.28,239.75808199800002,131.83392,6.014400000000001,125.81952000000001,698.8,240,7.4,232.6,17.8312,13.76,0.0468,13.7132,32,24,0.08,23.92,75.579562601,54.472216,0.2257484,54.2464676,298,402,599
LiBa0.94PO4Sm0.06,6.999999999999999,4,0.06,3.94,144,62,3,59,341.59976199799996,150.36,6.94,143.42000000000002,705,215,60,155,8.67,3.44,0.89,2.55,16,6,1,5,40.351828761,13.618054,5.211664,8.406390000000002,106.36,52.64,3,49.64,240.018741998,129.08738,6.94,122.14738,698.2,240,11.1,228.9,17.8368,13.76,0.0702,13.6898,32,24,0.12,23.88,75.588203521,54.472216,0.33862259999999994,54.1335934,298,402,599
LiBa0.91PO4Sm0.09,7,4,0.09,3.91,144,62,3,59,341.59976199799996,150.36,6.94,143.42000000000002,705,215,60,155,8.67,3.44,0.89,2.55,16,6,1,5,40.351828761,13.618054,5.211664,8.406390000000002,106.54,50.96,3,47.96,240.409731998,124.96757000000001,6.94,118.02757000000001,697.3,240,16.65,223.35,17.8452,13.76,0.10529999999999999,13.6547,32,24,0.18,23.82,75.601164901,54.472216,0.5079338999999999,53.964282100000005,298,402,599
LiBa0.88PO4Sm0.12,7,4,0.12,3.88,144,62,3,59,341.59976199799996,150.36,6.94,143.42000000000002,705,215,60,155,8.67,3.44,0.89,2.55,16,6,1,5,40.351828761,13.618054,5.211664,8.406390000000002,106.72,49.28,3,46.28,240.800721998,120.84776,6.94,113.90776,696.4000000000001,240,22.2,217.8,17.8536,13.76,0.1404,13.6196,31.999999999999996,24,0.24,23.76,75.614126281,54.472216,0.6772451999999999,53.7949708,298,402,599
La1.92LiSbO6Sm0.08,10,6,0.08,5.92,181,62,3,59,433.96447000000006,150.36,6.94,143.42000000000002,730,195,60,135,8.74,3.44,0.98,2.46,17,6,1,5,38.838767761,13.618054,5.391714761,8.226339239000001,216.4,109.44,3,106.44,503.4213024,266.6985024,6.94,259.7585024,1039.2,374.4,14.8,359.59999999999997,25.8756,20.64,0.0936,20.546400000000002,47.919999999999995,36,0.16,35.84,106.867572561,81.708324,0.4514968,81.2568272,298,405,599
BaNb2O6Sm0.005,9.005,6,0.005,5.995,167,62,8,54,396.59236999999996,150.36,15.999,134.36100000000002,605,215,60,155,7.1,3.44,0.89,2.55,15,6,2,4,31.232278,13.618054,5.211664,8.406390000000002,186.31,82,0.31,81.69,419.88554,185.81274,0.7518000000000001,185.06094,865.925,360,0.925,359.075,24.73585,20.64,0.00585,20.63415,48.01,36,0.01,35.99,100.46590655000001,81.708324,0.02821855,81.68010545,298,405,599
BaNb2O6Sm0.015,9.015,6,0.015,5.985,167,62,8,54,396.59236999999996,150.36,15.999,134.36100000000002,605,215,60,155,7.1,3.44,0.89,2.55,15,6,2,4,31.232278,13.618054,5.211664,8.406390000000002,186.93,82,0.9299999999999999,81.07,421.38914,185.81274,2.2554000000000003,183.55733999999998,867.775,360,2.775,357.225,24.74755,20.64,0.01755,20.62245,48.03,36,0.03,35.97,100.52234365000001,81.708324,0.08465564999999999,81.62366835,298,405,599
BaNb2O6Sm0.025,9.025,6,0.025,5.975,167,62,8,54,396.59236999999996,150.36,15.999,134.36100000000002,605,215,60,155,7.1,3.44,0.89,2.55,15,6,2,4,31.232278,13.618054,5.211664,8.406390000000002,187.55,82,1.55,80.45,422.89274,185.81274,3.7590000000000003,182.05374,869.625,360,4.625,355.375,24.75925,20.64,0.029249999999999998,20.61075,48.05,36,0.05,35.95,100.57878075,81.708324,0.14109275,81.56723125,298,405,599
Sr3Lu0.97P3O12Sm0.03,19,12,0.03,11.97,194,71,8,63,459.91956199800006,174.9668,15.999,158.9678,720,200,60,140,8.75,3.44,0.95,2.49,17,6,2,4,40.869188199999996,13.618054,5.425871,8.192183,325.73,114,1.8599999999999999,112.14,721.997881994,262.86,4.510800000000001,258.3492,1795.3,720,5.55,714.45,51.7051,41.28,0.0351,41.2449,95,72,0.06,71.94,217.39371377000003,163.416648,0.16931129999999997,163.2473367,298,403,599
K2BiPO8MoSm0.005,13.005,8,0.005,7.995,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,242.31,83,0.31,82.69,542.844561998,208.9804,0.7518000000000001,208.2286,1325.925,480,0.925,479.075,35.41585,27.52,0.00585,27.51415,66.01,48,0.01,47.99,142.51860963000001,108.944432,0.02821855,108.91621345,298,404,600
K2BiPO8MoSm0.01,13.01,8,0.01,7.99,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,242.62,83,0.62,82.38,543.596361998,208.9804,1.5036000000000003,207.4768,1326.85,480,1.85,478.15,35.421699999999994,27.52,0.0117,27.5083,66.02,48,0.02,47.98,142.54682818000003,108.944432,0.0564371,108.88799490000001,298,404,600
K2BiPO8MoSm0.025,13.025,8,0.025,7.975,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,243.55,83,1.55,81.45,545.851761998,208.9804,3.7590000000000003,205.22140000000002,1329.625,480,4.625,475.375,35.439249999999994,27.52,0.029249999999999998,27.49075,66.05,48,0.05,47.95,142.63148383000004,108.944432,0.14109275,108.80333925000001,298,404,600
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,300,404,600
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,350,404,600
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,400,404,600
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,450,404,600
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,500,404,600
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,298,404,600
K2BiPO8MoSm0.1,13.1,8,0.1,7.9,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,248.2,83,6.2,76.8,557.1287619980001,208.9804,15.036000000000001,193.9444,1343.5,480,18.5,461.5,35.526999999999994,27.52,0.11699999999999999,27.403,66.2,48,0.2,47.8,143.05476208000002,108.944432,0.564371,108.38006100000001,298,404,600
K2BiPO8MoSm0.25,13.25,8,0.25,7.75,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,257.5,83,15,68,579.682761998,208.9804,30.973761998,178.006638002,1371.25,480,46.25,433.75,35.70249999999999,27.52,0.2925,27.2275,66.5,48,0.5,47.5,143.90131858000004,108.944432,1.4109275,107.5335045,298,404,600
NaSr0.999PO4Sm0.001,7.000000000000001,4,0.001,3.999,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.024,37.962,0.062,37.900000000000006,205.642271278,87.53238,0.15036000000000002,87.38202,719.9849999999999,240,0.185,239.815,17.830219999999997,13.76,0.00117,13.75883,32,24,0.002,23.998,75.79279474280001,54.472216,0.00564371,54.46657229,298,403,600
NaSr0.997PO4Sm0.003,7,4,0.003,3.997,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.072,37.886,0.186,37.7,205.76775127800002,87.35714,0.45108000000000004,86.90606,719.9549999999999,240,0.555,239.445,17.830659999999998,13.76,0.0035099999999999997,13.75649,32,24,0.006,23.994,75.7926924284,54.472216,0.01693113,54.45528487,298,403,600
NaSr0.993PO4Sm0.007,7,4,0.007,3.993,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.168,37.734,0.434,37.300000000000004,206.018711278,87.00666000000001,1.0525200000000001,85.95414000000001,719.895,240,1.295,238.705,17.831539999999997,13.76,0.00819,13.751809999999999,32,24,0.014,23.986,75.7924877996,54.472216,0.039505969999999994,54.43271003,298,403,600
NaSr0.99PO4Sm0.01,7,4,0.01,3.99,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.24000000000001,37.62,0.62,37,206.20693127800004,86.74380000000001,1.5036000000000003,85.2402,719.85,240,1.85,238.15,17.8322,13.76,0.0117,13.7483,32,24,0.02,23.98,75.792334328,54.472216,0.0564371,54.41577890000001,298,403,600
NaSr0.98PO4Sm0.02,7,4,0.02,3.98,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.48,37.24,1.24,36,206.834331278,85.8676,3.0072000000000005,82.8604,719.7,240,3.7,236.3,17.8344,13.76,0.0234,13.7366,32,24,0.04,23.96,75.79182275599999,54.472216,0.1128742,54.3593418,298,403,600
NaSr0.97PO4Sm0.03,7,4,0.03,3.97,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.72,36.86,1.8599999999999999,35,207.461731278,84.9914,4.510800000000001,80.4806,719.55,240,5.55,234.45,17.8366,13.76,0.0351,13.7249,31.999999999999996,24,0.06,23.94,75.79131118400001,54.472216,0.16931129999999997,54.302904700000006,298,403,600
NaSr0.96PO4Sm0.04,7,4,0.04,3.96,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.96,36.48,2.48,34,208.08913127800002,84.1152,6.014400000000001,78.1008,719.4,240,7.4,232.6,17.838800000000003,13.76,0.0468,13.7132,32,24,0.08,23.92,75.790799612,54.472216,0.2257484,54.2464676,298,403,600
Ca1.5Gd7.6Si6O26Ce0.05Mn0.25,41.4,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,817.55,486.4,2.9000000000000004,483.5,1860.4413109999998,1195.1,7.005800000000001,1188.0942,3902.25,1560,9.25,1550.75,111.9035,89.44,0.05600000000000001,89.384,200.04999999999998,156,0.1,155.9,461.0231189,354.069404,0.27693,353.792474,298,287,600
Lu1.88CaMg2Si3O12Ce0.12,20,12,0.12,11.88,183,71,8,63,423.5498,174.9668,15.999,158.9678,860,185,60,125,9.77,3.44,1,2.44,18,6,2,4,46.4935982,13.618054,5.425871,8.192183,322.44,133.48,6.96,126.52,710.6825040000001,328.937584,16.81392,312.123664,1881.2,720,22.2,697.8,52.6144,41.28,0.13440000000000002,41.1456,93.99999999999999,72,0.24,71.76,220.14259168000004,163.416648,0.6646319999999999,162.752016,298,470,600
Sr2.86Na0.07B2SiO8?Sm0.07,14,8,0.07,7.93,138,62,5,57,315.86376928000004,150.36,10.81,139.55,820,200,60,140,10.43,3.44,0.93,2.51,18,6,1,5,46.5454099,13.618054,5.1390767,8.4789773,201.79,108.67999999999999,0.77,107.91,440.42468384959994,250.5932,1.6092838496000001,248.9839161504,1357.55,572,12.600000000000001,559.4,36.364,27.52,0.0651,27.4549,63.93,48,0.07,47.93,150.73426826099998,108.944432,0.3597353690000001,108.584696631,298,402,600
Sr2.82Na0.07B2SiO8Sm0.09,13.98,8,0.07,7.93,138,62,5,57,315.86376928000004,150.36,10.81,139.55,820,200,60,140,10.43,3.44,0.93,2.51,18,6,1,5,46.5454099,13.618054,5.1390767,8.4789773,201.51000000000002,107.16,0.77,106.39,439.92708384959997,247.0884,1.6092838496000001,245.47911615040002,1353.25,564,12.600000000000001,551.4,36.3494,27.52,0.0651,27.4549,63.89,48,0.07,47.93,150.61934777300002,108.944432,0.3597353690000001,108.584696631,298,402,600
Sr7.92MgScP7O28Eu0.08,45,28,0.08,27.92,157,63,8,55,355.81766999800004,151.964,15.999,135.965,855,200,60,140,9.25,3.44,0,3.44,20,6,2,4,49.677717200000004,13.618054,5.670385,7.947669000000001,668,300.96,5.04,295.91999999999996,1440.1567619860002,693.9504000000001,12.15712,681.7932800000001,4288.8,1680,14.8,1665.2,121.844,96.32,0,96.32,224,168,0.16,167.84,514.4770180240001,381.305512,0.4536308,380.85188120000004,298,400,600
Na3Bi0.7P2O8Eu0.1Tb0.2,13.999999999999998,8,0.1,7.9,245,83,8,75,589.832281278,208.9804,15.999,192.9814,860,185,60,125,8.459999999999999,3.44,0,3.44,21,6,1,5,48.063517700000006,13.618054,5.1390767,8.4789773,204.4,64,6.300000000000001,57.7,452.176581836,146.28628,15.1964,131.08988,1385.5,540,18.5,521.5,36.019999999999996,27.52,0,27.52,65.10000000000001,48,0.2,47.8,152.1746938,108.944432,0.5670385,108.37739350000001,298,379,600
Na3Bi0.65P2O8Eu0.1Tb0.25,14,8,0.1,7.9,245,83,8,75,589.832281278,208.9804,15.999,192.9814,860,185,60,125,8.459999999999999,3.44,0,3.44,21,6,1,5,48.063517700000006,13.618054,5.1390767,8.4789773,203.5,64,6.300000000000001,57.7,449.67382933600004,135.83726000000001,15.1964,120.64086000000002,1386.25,540,18.5,521.5,35.925,27.52,0,27.52,64.95,48,0.2,47.8,152.103608,108.944432,0.5670385,108.37739350000001,298,379,600
Na3Bi0.6P2O8Eu0.1Tb0.3,14,8,0.1,7.9,245,83,8,75,589.832281278,208.9804,15.999,192.9814,860,185,60,125,8.459999999999999,3.44,0,3.44,21,6,1,5,48.063517700000006,13.618054,5.1390767,8.4789773,202.60000000000002,64,6.300000000000001,57.7,447.171076836,127.992,15.1964,112.79560000000001,1387,540,18.5,521.5,35.83,27.52,0,27.52,64.8,48,0.2,47.8,152.0325222,108.944432,0.5670385,108.37739350000001,298,379,600
Sr2.4In0.93P3O12Ce0.07Mn0.2,18.599999999999998,12,0.07,11.93,193,58,8,50,444.464805998,140.116,15.999,124.11700000000002,840,200,60,140,11.030000000000001,3.44,0.95,2.49,25,7,2,5,48.558580400000004,13.618054,5.5386,8.079454000000002,286.83,96,4.0600000000000005,91.94,622.7737547940001,210.288,9.808120000000002,200.47988,1685.1000000000001,720,12.950000000000001,707.05,52.17380000000001,41.28,0.07840000000000001,41.2016,96.13000000000001,72,0.14,71.86,215.800203216,163.416648,0.38770200000000005,163.02894600000002,298,318,600
Sr2.1In0.93P3O12Ce0.07Mn0.3,18.400000000000002,12,0.07,11.93,193,58,8,50,444.464805998,140.116,15.999,124.11700000000002,840,200,60,140,11.030000000000001,3.44,0.95,2.49,25,7,2,5,48.558580400000004,13.618054,5.5386,8.079454000000002,277.93,96,4.0600000000000005,91.94,601.981559194,191.988,9.808120000000002,182.17988,1639.1000000000001,720,12.950000000000001,707.05,52.043800000000005,41.28,0.07840000000000001,41.2016,96.23,72,0.14,71.86,214.835144856,163.416648,0.38770200000000005,163.02894600000002,298,318,600
Ba2Ca0.98Zn2Si6O17Sm0.02,28,17,0.02,16.98,190,62,8,54,437.22900000000004,150.36,15.999,134.36100000000002,885,215,60,155,10.049999999999999,3.44,0.89,2.55,28,12,2,10,48.1324652,13.618054,5.211664,8.406390000000002,412.84000000000003,136,1.24,134.76,888.19064,274.654,3.0072000000000005,271.6468,2560.1,1020,3.7,1016.3,75.9634,58.48,0.0234,58.456599999999995,156,102,0.04,101.96,315.73250829600005,231.506918,0.1128742,231.39404380000002,298,405,600
Ba2Ca0.96Zn2Si6O17Sm0.04,28,17,0.04,16.96,190,62,8,54,437.22900000000004,150.36,15.999,134.36100000000002,885,215,60,155,10.049999999999999,3.44,0.89,2.55,28,12,2,10,48.1324652,13.618054,5.211664,8.406390000000002,413.68,136,2.48,133.52,890.3962799999999,274.654,6.014400000000001,268.6396,2560.2000000000003,1020,7.4,1012.6,75.96679999999999,58.48,0.0468,58.4332,156.00000000000003,102,0.08,101.92,315.723119392,231.506918,0.2257484,231.28116960000003,298,405,600
Ba2Ca0.94Zn2Si6O17Sm0.06,27.999999999999996,17,0.06,16.94,190,62,8,54,437.22900000000004,150.36,15.999,134.36100000000002,885,215,60,155,10.049999999999999,3.44,0.89,2.55,28,12,2,10,48.1324652,13.618054,5.211664,8.406390000000002,414.52000000000004,136,3.7199999999999998,132.28,892.6019200000001,274.654,9.021600000000001,265.6324,2560.2999999999997,1020,11.1,1008.9,75.97019999999999,58.48,0.0702,58.4098,156,102,0.12,101.88,315.713730488,231.506918,0.33862259999999994,231.1682954,298,405,600
Ba2Ca0.92Zn2Si6O17Sm0.08,28,17,0.08,16.92,190,62,8,54,437.22900000000004,150.36,15.999,134.36100000000002,885,215,60,155,10.049999999999999,3.44,0.89,2.55,28,12,2,10,48.1324652,13.618054,5.211664,8.406390000000002,415.35999999999996,136,4.96,131.04,894.80756,274.654,12.028800000000002,262.6252,2560.4,1020,14.8,1005.2,75.97359999999999,58.48,0.0936,58.386399999999995,156,102,0.16,101.84,315.70434158399996,231.506918,0.4514968,231.0554212,298,405,600
Mg0.91Y1.94Al4SiO12Ce0.06Mn0.09,20,12,0.06,11.94,169,58,8,50,379.3304225,140.116,15.999,124.11700000000002,950,185,60,125,12.150000000000002,3.44,1.12,2.32,27,7,2,5,54.59161840000001,13.618054,5.5386,8.079454000000002,254.30999999999997,96,2.25,93.75,535.94541756,191.988,4.94442396,187.04357604,1839.3999999999999,720,11.1,708.9,53.3856,41.28,0.06720000000000001,41.2128,96.39,72,0.12,71.88,215.53234047,163.416648,0.33231599999999994,163.08433200000002,298,460,600
CaZrO3Sm0.03Gd0.02,5.05,3,0.02,2.98,194,64,8,56,454.91100000000006,157.25,15.999,141.251,760,185,60,125,8.139999999999999,3.44,1,2.44,16,6,2,4,38.1586152,13.618054,5.64371,7.974344000000001,87.14,40,1.28,38.72,186.95480000000003,91.224,3.145,88.07900000000001,524.15,180,3.6,176.4,12.7091,10.32,0.024,10.296000000000001,24.099999999999998,18,0.04,17.96,53.89352442,40.854162,0.12299592000000001,40.73116608,298,409,601
