Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),T50 (K)
Ba2La7.92Ge6O26Eu0.08,42,26,0.08,25.92,216,63,8,55,516.82547,151.964,15.999,135.965,780,215,60,155,7.4399999999999995,3.44,0,3.44,17,6,2,4,37.976438,13.618054,5.211664,8.406390000000002,968.48,451.44,5.04,446.4,2238.6964424,1100.1313224,12.15712,1087.9742024,4299.2,1560,14.8,1545.2,111.99199999999999,89.44,0,89.44,207.92,156,0.16,155.84,456.5120208,354.069404,0.4536308,353.61577320000004,395,523
K2YWPO8Dy0.05,13.05,8,0.05,7.95,221,74,8,66,521.316901998,183.84,15.999,167.841,870,220,60,160,10.59,3.44,0.82,2.62,23,6,1,5,48.465743540000005,13.618054,4.34066354,9.27739046,233.3,74,3.3000000000000003,70.7,518.0332019980001,183.84,8.125,175.715,1343.75,480,8.75,471.25,34.330999999999996,27.52,0.061,27.459,64.1,48,0.1,47.9,142.49068758,108.944432,0.2969525,108.6474795,350,523
Na1.09Sr3.82B3O9Ce0.09,17,9,0.09,8.91,120,58,5,53,277.53476928000003,140.116,10.81,129.306,710,200,60,140,8.48,3.44,0.93,2.51,14,6,1,5,38.28861690000001,13.618054,5.1390767,8.4789773,249.37,145.16,5.22,139.94,548.7986885152001,334.7084,12.61044,322.09796,1771.8500000000001,764,16.65,747.35,41.8235,30.96,0.1008,30.8592,71.91000000000001,54,0.18,53.82,175.311003307,122.562486,0.498474,122.064012,345,523
Ba2GdB2O6ClEu0.03,12.03,6,0.03,5.97,213,64,5,59,508.8,157.25,10.81,146.44,825,215,60,155,10.73,3.44,0,3.44,22,7,2,5,51.915548,13.618054,5.211664,8.406390000000002,252.89,112,1.89,110.11,589.52692,274.654,4.55892,270.09508,1245.55,430,5.55,424.45,30.860000000000003,20.64,0,20.64,55.06,36,0.06,35.94,128.01522755,81.708324,0.17011154999999997,81.53821245,365,523
Ba3Gd0.925KP3O12FTb0.05Eu0.025,21,12,0.025,11.975,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,401.025,168,1.5750000000000002,166.425,912.1886066569999,411.981,3.7991,408.1819,2114.875,720,4.625,715.375,56.43,41.28,0,41.28,102.99999999999999,72,0.05,71.95,238.398692465,163.416648,0.141759625,163.27488837500002,276,523
Y3Al5O12Ce0.03,20.03,12,0.03,11.97,118,58,8,50,272.0023785,140.116,15.999,124.11700000000002,550,185,60,125,7.39,3.44,1.12,2.32,14,6,2,4,31.3596824,13.618054,5.5386,8.079454000000002,279.74,117,1.74,115.26,597.8166924999999,266.71752,4.20348,262.51403999999997,1890.55,720,5.55,714.45,53.0236,41.28,0.033600000000000005,41.2464,96.06,72,0.06,71.94,212.163428,163.416648,0.16615799999999997,163.25049,454,525
Ba2Y1.54Si4O13Bi0.03Eu0.2,20.77,13,0.03,12.97,263,83,8,75,631.26124,208.9804,15.999,192.9814,910,215,60,155,9.35,3.44,0,3.44,22,6,2,4,46.154562,13.618054,5.211664,8.406390000000002,347.15000000000003,112,2.4899999999999998,109.51,768.5582056,274.654,6.269412,268.384588,1969,780,4.8,775.2,56.0358,44.72,0,44.72,103.17000000000002,78,0.15,77.85,230.99198488,177.034702,0.21856548,176.81613652000001,342,525
Sr2LaTaO6Eu0.2,10.2,6,0.2,5.8,239,73,8,65,575.43635,180.94788,15.999,164.94888,785,200,60,140,6.99,3.44,0,3.44,18,6,2,4,38.1097762,13.618054,5.5769,8.041154,266.6,76,12.600000000000001,63.4,621.48015,180.94788,30.3928,150.55508,1137,400,37,363,25.14,20.64,0,20.64,48.4,36,0.4,35.6,107.3586054,81.708324,1.134077,80.574247,394,525
Mg2La3Nb0.994O9Mn0.006,15,9,0.006,8.994,143,57,8,49,327.05388400000004,138.90547,15.999,122.90647000000001,690,195,60,135,9,3.44,1.1,2.34,23,7,2,5,41.034057,13.618054,5.5769,8.041154,307.904,171,0.15,170.85,701.995970044,416.71641,0.329628264,416.386781736,1569.97,585,0.84,584.16,38.4797,30.96,0.009300000000000001,30.9507,72.012,54,0.042,53.958,161.348557008,122.562486,0.044604108,122.517881892,350,525
Ca4P2O9Ce0.02,15.02,9,0.02,8.98,101,58,8,50,227.16676199800003,140.116,15.999,124.11700000000002,525,185,60,125,7.75,3.44,1,2.44,15,6,2,4,35.7564952,13.618054,5.5386,8.079454000000002,183.16,80,1.16,78.84,369.05284399600004,160.312,2.8023200000000004,157.50968,1463.7,720,3.7,716.3,39.3624,30.96,0.022400000000000003,30.9376,72.04,54,0.04,53.96,168.0992508,122.562486,0.110772,122.45171400000001,380,530
La1.97MgGe0.992O6Dy0.03Mn0.008,9.999999999999998,6,0.008,5.992,200,66,8,58,469.277514,162.5,15.999,146.501,845,195,60,135,10.63,3.44,1.1,2.34,24,7,2,5,48.113692,13.618054,5.5769,8.041154,206.21399999999997,112.28999999999999,0.2,112.08999999999999,471.30624025200007,273.64377590000004,0.439504352,273.20427154800007,1024.52,384.15,1.12,383.03,26.15992,20.64,0.012400000000000001,20.6276,47.994,36,0.056,35.944,108.41493516400001,81.708324,0.059472144000000005,81.64885185600001,350,533
Ca4.6P2SiO12Ce0.03Mn0.05,19.680000000000003,12,0.03,11.97,140,58,8,50,310.189805998,140.116,15.999,124.11700000000002,775,185,60,125,11.2,3.44,1,2.44,26,7,2,5,51.342196200000004,13.618054,5.5386,8.079454000000002,234.99,96,1.25,94.75,473.329706196,191.988,2.7469022,189.2410978,1870.55,827.9999999999999,5.55,822.4499999999999,52.271100000000004,41.28,0.033600000000000005,41.2464,95.61,72,0.06,71.94,221.20007582,163.416648,0.16615799999999997,163.25049,307,535
Sr0.92Si2O2N2Eu0.08,7,2,0.08,1.92,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.329999999999998,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,98.00000000000001,34.96,5.04,29.92,208.94952,80.61040000000001,12.15712,68.45328,668.8,220,14.8,205.2,17.634,6.88,0,6.88,32,12,0.16,11.84,78.300642624,29.06826,0.4536308,28.6146292,450,537
Sr0.92Si2N2O2Eu0.08,7,2,0.08,1.92,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,98.00000000000001,34.96,5.04,29.92,208.94952,80.61040000000001,12.15712,68.45328,668.8,220,14.8,205.2,17.634,6.88,0,6.88,32,12,0.16,11.84,78.300642624,29.06826,0.4536308,28.6146292,450,537
Ba3B6Si2O16Eu0.09,27.09,16,0.09,15.91,146,63,5,58,344.185,151.964,10.81,141.154,655,215,60,155,8.27,3.44,0,3.44,17,6,2,4,40.949805,13.618054,5.211664,8.406390000000002,359.67,168,5.67,162.33,802.67176,411.981,13.67676,398.30424,2351.65,960,16.65,943.35,73.75,55.04,0,55.04,128.18,96,0.18,95.82,300.12567065,217.888864,0.5103346499999999,217.37852935,393,538
BaLi2Al2Si2N6Eu0.01,13.01,6,0.01,5.99,156,63,3,60,365.30453850000004,151.964,6.94,145.024,845,215,65,150,8.420000000000002,3.04,0,3.04,17,5,1,4,44.94534516099999,14.53413,5.211664,9.322465999999999,158.63,56,0.63,55.37,346.90171699999996,137.327,1.51964,135.80736,1366.85,390,1.85,388.15,28.110000000000003,18.240000000000002,0,18.240000000000002,48.02,30,0.02,29.98,131.531480172,87.20478,0.05670385,87.14807615,395,538
Rb3YSi2O7Eu0.02,13.02,7,0.02,6.98,161,63,8,55,370.42164,151.964,15.999,135.965,770,235,60,175,7.38,3.44,0,3.44,16,6,1,5,37.834509999999995,13.618054,4.177128,9.440926000000001,235.26,111,1.26,109.74,516.51152,256.4034,3.03928,253.36411999999999,1528.7,705,3.7,701.3,31.56,24.08,0,24.08,56.04,42,0.04,41.96,130.4917957,95.326378,0.1134077,95.21297030000001,450,540
Ca2.6TeO6Eu0.2,9.799999999999999,6,0.2,5.8,143,63,8,55,335.64099999999996,151.964,15.999,135.965,565,185,60,125,6.54,3.44,0,3.44,16,6,2,4,34.4112542,13.618054,5.670385,7.947669000000001,164.6,52,12.600000000000001,39.4,358.1896,127.6,30.3928,97.2072,1005,468,37,431,25.34,20.64,0,20.64,47.6,36,0.4,35.6,107.74626452000001,81.708324,1.134077,80.574247,394,540
Sr0.8Ca0.2AlSiN3Eu0.008,6.008,3,0.008,2.992,155,63,7,56,348.7355385,151.964,14.007,137.957,865,200,65,135,8.5,3.04,0,3.04,18,5,2,3,46.1499888,14.53413,5.670385,8.863745,82.90400000000001,30.400000000000002,0.504,29.896,176.4148505,70.096,1.215712,68.88028800000001,627.48,195,1.48,193.52,13.590000000000002,9.120000000000001,0,9.120000000000001,24.016,15,0.016,14.984,63.563729280000004,43.60239,0.04536308,43.55702692,455,540
Ca9.6KP7O28Eu0.01Mn0.03,45.64,28,0.01,27.99,150,63,8,55,333.05110599799997,151.964,15.999,135.965,885,220,60,160,9,3.44,0,3.44,23,7,1,6,47.66296174000001,13.618054,4.34066354,9.27739046,541.38,224,0.63,223.37,1091.8032153059999,447.97200000000004,1.51964,446.45236000000006,4334.05,1728,1.85,1726.15,122.11649999999999,96.32,0,96.32,223.43,168,0.02,167.98,518.01899185,381.305512,0.05670385,381.24880815,347,543
Sr3Y0.92P3O12Dy0.06Eu0.02,19,12,0.02,11.98,229,66,8,58,537.9626019980001,162.5,15.999,146.501,900,200,60,140,9.02,3.44,0,3.44,20,6,2,4,47.6263022,13.618054,5.670385,7.947669000000001,296.09999999999997,114,1.26,112.74,642.351938794,262.86,3.03928,259.82072,1799.8,720,3.7,716.3,51.8956,41.28,0,41.28,95.92,72,0.04,71.96,218.15093750000003,163.416648,0.1134077,163.3032403,393,543
Ca19Mg2P14O56Eu0.06,91.06,56,0.06,55.94,118,63,8,55,263.319761998,151.964,15.999,135.965,675,185,60,125,7.9399999999999995,3.44,0,3.44,17,6,2,4,43.5345152,13.618054,5.670385,7.947669000000001,1065.78,448,3.78,444.22,2148.786507972,895.9440000000001,9.11784,886.8261600000001,8491.1,3420,11.1,3408.9,244.92,192.64,0,192.64,448.12,336,0.12,335.88,1041.2072699,762.611024,0.34022309999999995,762.2708009,393,543
Ca4ZrGe3O12Eu0.16,20.16,12,0.16,11.84,163,63,8,55,371.895,151.964,15.999,135.965,705,185,60,125,7.779999999999999,3.44,0,3.44,18,6,2,4,39.9349292,13.618054,5.670385,7.947669000000001,322.08,96,10.08,85.92,685.72824,217.89,24.31424,193.57575999999997,1999.6,720,29.6,690.4,52.64,41.28,0,41.28,96.32,72,0.32,71.68,219.1087354,163.416648,0.9072616,162.5093864,370,545
Ca3WO6Dy0.04,10.04,6,0.04,5.96,168,74,8,66,402.41700000000003,183.84,15.999,167.841,550,180,60,120,7.36,3.44,1,2.44,16,6,2,4,33.5342892,13.618054,5.93905,7.679004000000001,184.64,74,2.64,71.36,406.568,183.84,6.5,177.34,1042,540,7,533,25.3888,20.64,0.0488,20.5912,48.08,36,0.08,35.92,108.1493816,81.708324,0.237562,81.47076200000001,351,550
LiYMgW0.9Mo0.1O6Eu0.3,10.3,6,0.1,5.9,241,74,3,71,567.90384,183.84,6.94,176.9,1000,185,60,125,10.81,3.44,0,3.44,26,6,1,5,53.50010876099999,13.618054,5.391714761,8.226339239000001,191.70000000000002,66.60000000000001,3,63.60000000000001,436.7850400000001,165.45600000000002,6.94,158.51600000000002,1026.5,360,14.5,345.5,25.896,20.64,0,20.64,48.6,36,0.6,35.4,110.451519261,81.708324,0.7092430000000001,80.999081,395,550
KNaCa2P2O8Eu0.008Mn0.1,14.107999999999999,8,0.008,7.992,161,63,8,55,356.040875278,151.964,15.999,135.965,1065,220,60,160,9.93,3.44,0,3.44,24,7,1,6,52.80203844,13.618054,4.34066354,9.27739046,167.004,64,0.504,63.496,338.893109676,127.992,1.215712,126.77628800000001,1455.48,480,1.48,478.52,35.805,27.52,0,27.52,64.71600000000001,48,0.016,47.984,152.41261951999996,108.944432,0.04536308,108.89906892,365,550
Ca3Gd0.5Al3O15B4Eu0.5,26,15,0.5,14.5,173,64,5,59,403.0825385,157.25,10.81,146.44,815,185,60,125,9.29,3.44,0,3.44,18,6,2,4,45.835177599999994,13.618054,5.670385,7.947669000000001,302.5,120,20,100,639.0106155,239.985,43.24,196.745,2337.5,900,90,810,68.19,51.6,0,51.6,119,90,1,89,279.6697473,204.27081,2.8351925,201.4356175,397,553
KBaY0.3B2O6Eu0.7,11,6,0.3,5.7,190,63,5,58,444.10414000000003,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.79999999999998,56,10,46,427.085852,137.327,21.62,115.707,1148.5,360,54,306,26.796,20.64,0,20.64,47.3,36,0.8999999999999999,35.1,113.69113704,81.708324,1.8651779999999998,79.843146,394,553
SrLa0.92MgTaO6Dy0.07Eu0.01,10,6,0.01,5.99,317,73,8,65,762.24135,180.94788,15.999,164.94888,1110,200,60,140,9.52,3.44,0,3.44,22,6,2,4,51.6950612,13.618054,5.5769,8.041154,228.69,73,0.63,72.37,529.5545524,180.94788,1.51964,179.42824,1048.5,360,1.85,358.15,25.4974,20.64,0,20.64,47.92,36,0.02,35.98,108.20218155,81.708324,0.05670385,81.65162015,354,553
Sr9Sc0.6P7O28Eu0.4,45,28,0.4,27.6,145,63,8,55,331.512669998,151.964,15.999,135.965,705,200,60,140,7.9399999999999995,3.44,0,3.44,18,6,2,4,42.0314822,13.618054,5.670385,7.947669000000001,708.8000000000001,342,12.6,329.4,1541.127478786,788.58,26.9735448,761.6064552,4350,1800,74,1726,121.01599999999999,96.32,0,96.32,223.60000000000002,168,0.8,167.2,512.1711668,381.305512,2.268154,379.03735800000004,394,553
Na3Bi0.8P2O8Eu0.1Tb0.1,14,8,0.1,7.9,245,83,8,75,589.832281278,208.9804,15.999,192.9814,860,185,60,125,8.459999999999999,3.44,0,3.44,21,6,1,5,48.063517700000006,13.618054,5.1390767,8.4789773,206.20000000000002,66.4,6.300000000000001,60.10000000000001,457.182086836,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.21,27.52,0,27.52,65.4,48,0.2,47.8,152.31686539999998,108.944432,0.5670385,108.37739350000001,379,553
SrBi2B2O7Sm0.04,12.04,7,0.04,6.96,196,83,5,78,473.7694000000001,208.9804,10.81,198.1704,690,200,60,140,9.5,3.44,0.95,2.49,18,6,2,4,40.5401662,13.618054,5.64371,7.974344000000001,272.48,166,2.48,163.52,645.2082,417.9608,6.014400000000001,411.9464,1117.4,420,7.4,412.6,32.956799999999994,24.08,0.0468,24.033199999999997,60.08,42,0.08,41.92,132.4140636,95.326378,0.2257484,95.1006296,403,553
Sr0.48Ca0.5Si2O2N2Eu0.02,7,2,0.02,1.98,150,63,7,56,337.75300000000004,151.964,14.007,137.957,800,200,60,140,10.329999999999998,3.44,0,3.44,21,6,2,4,53.78227439999999,14.53413,5.670385,8.863745,87.5,28,1.26,26.74,181.31788,56.17,3.03928,53.130720000000004,659.7,220,3.7,216.3,17.716,6.88,0,6.88,32,12,0.04,11.96,78.511255556,29.06826,0.1134077,28.9548523,450,557
Sr0.96Si2N2O2Eu0.02,6.9799999999999995,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,95.74,36.48,1.26,35.22,203.33648,84.1152,3.03928,81.07592,665.7,220,3.7,216.3,17.672,6.88,0,6.88,31.96,12,0.04,11.96,78.18821421199999,29.06826,0.1134077,28.9548523,450,557
Sr0.73Ba0.25Si2O2N2Eu0.02,7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.219999999999999,3.44,0,3.44,21,6,2,4,52.880783199999996,14.53413,5.211664,9.322465999999999,101,28,1.26,26.74,217.51563000000002,63.9626,3.03928,60.923320000000004,673.45,220,3.7,216.3,17.676000000000002,6.88,0,6.88,32,12,0.04,11.96,78.181310756,29.06826,0.1134077,28.9548523,450,560
Sr0.48Ba0.5Si2O2N2Eu0.02,7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.219999999999999,3.44,0,3.44,21,6,2,4,52.880783199999996,14.53413,5.211664,9.322465999999999,105.5,28,1.26,26.74,229.94237999999999,68.6635,3.03928,65.62422,677.2,220,3.7,216.3,17.661,6.88,0,6.88,32,12,0.04,11.96,78.06050995599999,29.06826,0.1134077,28.9548523,450,560
LaMgGa10.8O19Cr0.2,32,19,0.2,18.8,132,57,8,49,300.92857,138.90547,15.999,122.90647000000001,675,195,60,135,9.32,3.44,1.1,2.34,20,6,2,4,39.607000799999994,13.618054,5.5769,8.041154,560.5999999999999,334.8,4.800000000000001,330,1230.59909,753.0084,10.39922,742.60918,2917,1404,28,1376,87.64999999999999,65.36,0.332,65.028,152.6,114,1.2000000000000002,112.8,338.11192243999994,258.743026,1.3533020000000002,257.389724,410,560
Ca3Lu0.3Ga3B4O15Eu0.7,26,15,0.3,14.7,198,71,5,66,463.54080000000005,174.9668,10.81,164.1568,815,185,60,125,9.29,3.44,0,3.44,18,6,2,4,45.124786,13.618054,5.425871,8.192183,358.4,120,20,100,771.4928400000001,239.985,43.24,196.745,2352,900,52.5,847.5,68.49000000000001,51.6,0,51.6,119,90,0.6,89.4,279.3972878,204.27081,1.6277613,202.6430487,397,560
Sr0.73Ba0.25Si2N2O2Eu0.02,7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.219999999999999,3.44,0,3.44,21,6,2,4,52.880783199999996,14.53413,5.211664,9.322465999999999,101,28,1.26,26.74,217.51563000000002,63.9626,3.03928,60.923320000000004,673.45,220,3.7,216.3,17.676,6.88,0,6.88,32,12,0.04,11.96,78.181310756,29.06826,0.1134077,28.9548523,450,560
Sr0.48Ba0.5Si2N2O2Eu0.02,7,2,0.02,1.98,186,63,7,56,435.002,151.964,14.007,137.957,835,215,60,155,10.219999999999999,3.44,0,3.44,21,6,2,4,52.880783199999996,14.53413,5.211664,9.322465999999999,105.5,28,1.26,26.74,229.94237999999999,68.6635,3.03928,65.62422,677.2,220,3.7,216.3,17.660999999999998,6.88,0,6.88,32,12,0.04,11.96,78.06050995599999,29.06826,0.1134077,28.9548523,450,560
Ba2Y1.62P2O12SiTb0.3Eu0.08,19,12,0.08,11.92,260,65,8,57,612.179951998,158.92535,15.999,142.92635,1025,215,60,155,9.64,3.44,0,3.44,24,6,2,4,55.219532,13.618054,5.211664,8.406390000000002,339.72,112,5.04,106.96,760.536709796,274.654,12.15712,262.49688,1818.8999999999999,720,14.8,705.2,51.3164,41.28,0,41.28,95.61999999999999,72,0.16,71.84,215.249763,163.416648,0.4536308,162.9630172,377,560
La3Si6N11Ce1,21,11,1,10,136,58,7,51,321.11347,140.116,14.007,126.10900000000001,555,195,65,130,7.16,3.04,1.1,1.94,14,5,2,3,33.801313,14.53413,5.5386,8.995529999999999,390,171,58,113,879.41941,416.71641,140.116,276.60041,2145,715,185,530,49.26,33.44,1.12,32.32,90,55,2,53,231.05482800000001,159.87543,5.5386,154.33683,450,563
Ca2Tb7.94Si6O26Eu0.06,42,26,0.06,25.94,170,65,8,57,395.05135,158.92535,15.999,142.92635,710,185,60,125,6.34,3.44,0,3.44,16,6,2,4,39.417077199999994,13.618054,5.670385,7.947669000000001,851.88,516.1,3.78,512.32,1935.6251189999998,1261.867279,9.11784,1252.7494390000002,3980.6,1560,11.1,1548.9,102.84,89.44,0,89.44,200,156,0.12,155.88,462.10460750000004,354.069404,0.34022309999999995,353.7291809,238,563
BaLu0.99Al2Si2O2N5Ce0.01,13,5,0.01,4.99,227,71,7,64,537.4823385000001,174.9668,14.007,160.9598,935,215,60,155,13,3.44,0.89,2.55,24,6,2,4,58.465770400000004,14.53413,5.211664,9.322465999999999,231.87000000000003,70.29,0.58,69.71000000000001,524.111369,173.217132,1.4011600000000002,171.815972,1305.1,325,1.85,323.15,30.991199999999996,15.2,0.011200000000000002,15.188799999999999,55.00000000000001,25,0.02,24.98,138.82032309,72.67065,0.055386,72.615264,350,567
Ca4ZrGe3O12Eu0.16,20.16,12,0.16,11.84,163,63,8,55,371.895,151.964,15.999,135.965,705,185,60,125,7.779999999999999,3.44,0,3.44,18,6,2,4,39.9349292,13.618054,5.670385,7.947669000000001,322.08,96,10.08,85.92,685.72824,217.89,24.31424,193.57575999999997,1999.6,720,29.6,690.4,52.64,41.28,0,41.28,96.32,72,0.32,71.68,219.1087354,163.416648,0.9072616,162.5093864,393,570
Sr3NaYP3O12FEu0.03Mn0.12,21.150000000000002,12,0.03,11.97,208,63,8,55,472.388818441,151.964,15.999,135.965,1095,200,50,150,14.26,3.98,0,3.98,33,7,1,6,71.6831669,17.42282,5.1390767,12.283743300000001,318.89,114,1.89,112.11,689.8147837170001,262.86,4.55892,258.30108,2052.35,720,5.55,714.45,57.016,41.28,0,41.28,104.9,72,0.06,71.94,241.80265801000002,163.416648,0.17011154999999997,163.24653645,365,570
Ba2Y1.56P2O12SiCe0.14Tb0.3,19.000000000000004,12,0.14,11.86,255,65,8,57,600.331951998,158.92535,15.999,142.92635,1025,215,60,155,10.760000000000002,3.44,0,3.44,24,6,2,4,55.087747,13.618054,5.211664,8.406390000000002,340.46000000000004,112,8.120000000000001,103.88,762.6614793960001,274.654,19.616240000000005,255.03776,1819.2,720,25.900000000000002,694.1,51.4,41.28,0,41.28,95.56,72,0.28,71.72,215.19850060000002,163.416648,0.7754040000000001,162.641244,365,570
Ca9La0.85P5O24SiF2Ce0.05Tb0.1,42,24,0.05,23.95,246,65,8,57,572.080985161,158.92535,15.999,142.92635,1055,195,50,145,14.73,3.98,0,3.98,31,7,2,5,72.7716982,17.42282,5.5386,11.884220000000003,536.85,192,2.9000000000000004,189.1,1106.5966008159999,383.976,7.005800000000001,376.9702,3962.5,1620,9.25,1610.75,113.36099999999999,82.56,0,82.56,207.85,144,0.1,143.9,482.8861208,326.833296,0.27693,326.556366,275,573
Ba0.88ZrGe3O9Eu0.08,13.959999999999999,9,0.08,8.92,199,63,8,55,469.144,151.964,15.999,135.965,740,215,60,155,7.67,3.44,0,3.44,18,6,2,4,39.033438000000004,13.618054,5.211664,8.406390000000002,262.32,96,5.04,90.96,586.10988,217.89,12.15712,205.73288,1274,540,14.8,525.2,39.1032,30.96,0,30.96,71.91999999999999,54,0.16,53.84,157.93458612000003,122.562486,0.4536308,122.10885520000001,394,573
Na3Bi0.8P2O8Eu0.1Dy0.1,14,8,0.1,7.9,246,83,8,75,593.406931278,208.9804,15.999,192.9814,860,185,60,125,9.68,3.44,0,3.44,21,6,1,5,48.13876770000001,13.618054,5.1390767,8.4789773,206.3,66.4,6.300000000000001,60.10000000000001,457.539551836,167.18432,15.1964,151.98792,1384,540,17.5,522.5,36.332,27.52,0,27.52,65.4,48,0.2,47.8,152.3243904,108.944432,0.5670385,108.37739350000001,392,573
KCa0.99GdP2O8Eu0.01,13,8,0.01,7.99,189,64,8,56,435.36306199800003,157.25,15.999,141.251,925,220,60,160,8.649999999999999,3.44,0,3.44,18,6,1,5,46.37873974,13.618054,4.34066354,9.27739046,197.43,64,0.63,63.37,427.484683996,157.25,1.51964,155.73036,1260.05,480,1.85,478.15,34.91,27.52,0,27.52,63.00000000000001,48,0.02,47.98,146.516991038,108.944432,0.05670385,108.88772815,365,573
NaBa0.9BO3Dy0.05K0.05,6,3,0.05,2.95,165,66,5,61,388.72406928,162.5,10.81,151.69,935,220,60,160,9.340000000000002,3.44,0.82,2.62,15,6,1,5,42.54652724,13.618054,4.34066354,9.27739046,94.65,50.4,0.9500000000000001,49.449999999999996,215.47098428,123.5943,1.9549150000000002,121.639385,658.25,193.5,8.75,184.75,14.193000000000001,10.32,0.041,10.279,23.950000000000003,18,0.05,17.95,59.495740977000004,40.854162,0.21703317700000002,40.637128823000005,348,573
NaBaLa1.89P3O12Sm0.11,19,12,0.11,11.89,209,62,8,54,496.555001278,150.36,15.999,134.36100000000002,935,215,60,155,9.719999999999999,3.44,0.89,2.55,19,6,1,5,45.6760907,13.618054,5.1390767,8.4789773,322.55,107.72999999999999,6.82,100.91,724.2969935739999,262.5313383,16.5396,245.9917383,1803.8999999999999,720,20.35,699.65,51.877700000000004,41.28,0.12869999999999998,41.1513,95.89,72,0.22,71.78,216.38859580000002,163.416648,0.6208081,162.7958399,403,573
Y3Al5O12Ce0.03,20.03,12,0.03,11.97,118,58,8,50,272.0023785,140.116,15.999,124.11700000000002,550,185,60,125,7.39,3.44,1.12,2.32,14,6,2,4,31.3596824,13.618054,5.5386,8.079454000000002,279.74,117,1.74,115.26,597.8166924999999,266.71752,4.20348,262.51403999999997,1890.55,720,5.55,714.45,53.0236,41.28,0.033600000000000005,41.2464,96.06,72,0.06,71.94,212.163428,163.416648,0.16615799999999997,163.25049,340,577
Y2Mg1.97Al2Si2O12Eu0.03,20,12,0.03,11.97,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669000000001,253.52999999999997,96,1.89,94.11,532.372527,191.988,4.55892,187.42908,1851.05,720,5.55,714.45,53.3207,41.28,0,41.28,96,72,0.06,71.94,219.3592653,163.416648,0.17011154999999997,163.24653645,370,580
Ba8.92Lu1.9Si6O24Ce0.1Mn0.08,41,24,0.08,23.92,232,71,8,63,551.4318440000001,174.9668,15.999,158.9678,885,215,60,155,9.900000000000002,3.44,0.89,2.55,23,7,2,5,45.37989,13.618054,5.211664,8.406390000000002,918.2199999999999,499.52,2,497.52,2128.2864035199996,1224.95684,4.39504352,1220.56179648,4380,1917.8,11.200000000000001,1906.6,104.03479999999999,82.56,0.11200000000000002,82.44800000000001,190.39999999999998,144,0.2,143.8,433.68917322,326.833296,0.55386,326.27943600000003,333,580
Y3Al5O12Ce0.01,20.01,12,0.01,11.99,118,58,8,50,272.0023785,140.116,15.999,124.11700000000002,550,185,60,125,7.39,3.44,1.12,2.32,14,6,2,4,31.3596824,13.618054,5.5386,8.079454000000002,278.58,117,0.58,116.42,595.0143724999999,266.71752,1.4011600000000002,265.31636,1886.85,720,1.85,718.15,53.001200000000004,41.28,0.011200000000000002,41.2688,96.02,72,0.02,71.98,212.052656,163.416648,0.055386,163.361262,454,583
