Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),T50 (K)
BaGd2Si3O10Eu0.3,16.3,10,0.3,9.7,205,64,8,56,490.625,157.25,15.999,141.251,750,215,60,155,7.43,3.44,0,3.44,16,6,2,4,38.801581999999996,13.618054,5.211664,8.406390000000002,324.9,128,18.9,109.1,741.6612,314.5,45.5892,268.9108,1560.5,600,55.5,544.5,43.39,34.4,0,34.4,78.6,60,0.6,59.4,179.8479605,136.18054,1.7011154999999998,134.47942450000002,395,420
Bi4Si3O12Eu0.02,19.02,12,0.02,11.98,168,83,8,75,405.02840000000003,208.9804,15.999,192.9814,515,185,60,125,7.24,3.44,0,3.44,17,6,2,4,34.725638000000004,13.618054,5.670385,7.947669000000001,471.26,332,1.26,330.74,1115.20388,835.9216,3.03928,832.88232,1693.7,720,3.7,716.3,54.58,41.28,0,41.28,104.04,72,0.04,71.96,217.12716870000003,163.416648,0.1134077,163.3032403,273,420
Ca0.85LaGa3S7Eu0.15,12,7,0.15,6.85,187,63,16,47,432.73047,151.964,32.06,119.904,790,195,100,95,6.49,2.58,0,2.58,16,6,2,4,33.719752,10.36001,5.5769,4.783110000000001,288.45,112,9.45,102.55,629.35537,224.42000000000002,22.7946,201.6254,1465.75,700,27.75,672.25,25.44,18.060000000000002,0,18.060000000000002,56,42,0.3,41.7,102.14161507,72.52007,0.8505577499999999,71.66951225000001,405,420
LiLaMgW0.993O6Mn0.007,10,6,0.007,5.993,179,74,3,71,424.92751400000003,183.84,6.94,176.9,825,195,60,135,10.08,3.44,0.98,2.46,25,7,1,6,47.530951761000004,13.618054,5.391714761,8.226339239000001,193.657,73.482,0.17500000000000002,73.307,449.082156308,182.55312,0.38456630799999997,182.16855369200002,985.0350000000001,360,0.98,359.02,25.72895,20.64,0.01085,20.62915,48.007,36,0.049,35.951,108.18419367700001,81.708324,0.052038126000000004,81.656285874,344,420
Ba2Y3.75Lu1.25B5O17Ce0.25,29.25,17,0.25,16.75,237,71,5,66,568.1246400000001,174.9668,10.81,164.1568,900,215,60,155,9.71,3.44,0.89,2.55,18,6,2,4,44.309468,13.618054,5.211664,8.406390000000002,522.5,146.25,14.5,131.75,1187.8213999999998,333.3969,35.029,298.3679,2815,1020,46.25,973.75,76.565,58.48,0.28,58.199999999999996,135.25,102,0.5,101.5,314.90205475000005,231.506918,1.38465,230.12226800000002,363,422
Ba3YAl2O7.5Ce0.03,13.53,7.5,0.03,7.47,174,58,8,50,409.3293785000001,140.116,15.999,124.11700000000002,765,215,60,155,8.280000000000001,3.44,0.89,2.55,16,6,2,4,36.5713464,13.618054,5.211664,8.406390000000002,294.74,168,1.74,166.26,679.0458970000001,411.981,4.20348,407.77752,1530.55,645,5.55,639.45,32.943599999999996,25.8,0.033600000000000005,25.7664,60.06,45,0.06,44.94,136.1253518,102.135405,0.16615799999999997,101.96924700000001,375,423
Sr0.99LuAl2Si2O2N5Eu0.01,13,5,0.01,4.99,214,71,7,64,499.62333850000005,174.9668,14.007,160.9598,920,200,60,140,11.940000000000001,3.44,0,3.44,24,6,2,4,59.080758599999996,14.53413,5.425871,9.108259,214.25,71,0.63,70.37,475.39631699999995,174.9668,1.51964,173.44716,1289.85,325,1.85,323.15,31.040499999999998,15.2,0,15.2,55.00000000000001,25,0.02,24.98,139.302154178,72.67065,0.05670385,72.61394614999999,365,423
Rb3YV2O8,14,8,1,7,107,39,8,31,241.31413999999998,88.90584,15.999,72.90684,610,235,60,175,7.109999999999999,3.44,0.82,2.62,15,6,1,5,30.758629,13.618054,4.177128,9.440926000000001,260,111,39,72,575.1842399999999,256.4034,88.90584,167.49755999999996,1635,705,180,525,34.46,27.52,1.22,26.3,64,48,3,45,141.18545,108.944432,6.21726,102.72717200000001,362,423
Rb3LuV2O8,14,8,1,7,139,71,8,63,327.37510000000003,174.9668,15.999,158.9678,605,235,60,175,6.89,3.44,0.82,2.62,14,6,1,5,29.96724,13.618054,4.177128,9.440926000000001,292,111,46,65,661.2452,256.4034,101.883,154.5204,1630,705,175,530,34.24,27.52,1,26.52,63,48,2,46,140.39406100000002,108.944432,5.425871,103.518561,362,423
Sc0.98BO3Cr0.02,5,3,0.02,2.98,58,24,5,19,123.761008,51.9961,10.81,41.186099999999996,445,160,60,100,8.5,3.44,1.36,2.08,18,6,3,3,35.244073,13.618054,6.56149,7.056564000000001,50.059999999999995,24,0.48,23.52,103.90371184000001,47.997,1.039922,46.957078,424.6,180,2.8000000000000003,177.2,13.726,10.32,0.0332,10.2868,24.06,18,0.12,17.88,55.717771400000004,40.854162,0.1353302,40.718831800000004,450,423
La2.91BrSi2S8Eu0.09,14,8,0.09,7.91,185,63,14,49,430.91847,151.964,28.085,123.87899999999999,705,195,100,95,8.540000000000001,2.96,0,2.96,22,7,2,5,41.572788,11.81381,5.5769,6.23691,362.54,165.87,5.67,160.20000000000002,810.4456777,404.21491770000006,13.67676,390.53815770000006,1719.1000000000001,800,16.65,783.35,30.601,20.64,0,20.64,71.91000000000001,48,0.18,47.82,127.73636965000001,82.88008,0.5103346499999999,82.36974535,450,423
BaLa0.95MgNbO6Eu0.05,10,6,0.05,5.95,237,63,8,55,561.4068400000001,151.964,15.999,135.965,950,215,60,155,8.34,3.44,0,3.44,20,6,2,4,44.482088000000005,13.618054,5.211664,8.406390000000002,214.3,56,3.1500000000000004,52.85,490.0907665,137.327,7.5982,129.7288,1064.5,360,9.25,350.75,25.485,20.64,0,20.64,47.95,36,0.1,35.9,106.90664725,81.708324,0.28351925,81.42480475,465,423
Gd1.86ZnTiO6Eu0.14,10,6,0.14,5.86,187,64,8,56,438.46000000000004,157.25,15.999,141.251,700,185,60,125,7.83,3.44,0,3.44,26,12,2,10,41.660554000000005,13.618054,5.670385,7.947669000000001,227.86,119.04,8.82,110.22,523.00096,292.485,21.27496,271.21004,995.6999999999999,360,25.900000000000002,334.1,26.062,20.64,0,20.64,56,36,0.28,35.72,110.16311746000001,81.708324,0.7938539,80.9144701,270,425
La0.79BWO6Tb0.01Eu0.2,8.999999999999998,6,0.01,5.99,272,74,5,69,660.44382,183.84,10.81,173.03,835,195,60,135,8.28,3.44,0,3.44,22,6,2,4,46.891188,13.618054,5.5769,8.041154,185.28,74,0.65,73.35,432.3613748,183.84,1.5892535,182.2507465,772.8,360,1.75,358.25,25.249000000000002,20.64,0,20.64,47.790000000000006,36,0.02,35.98,103.46883900000002,81.708324,0.058638,81.649686,380,425
BaMgAl9.96O17Mn0.02Mg0.02,29,17,0.02,16.98,126,56,8,48,283.8555825,137.327,15.999,121.328,840,215,60,155,10.110000000000001,3.44,0.89,2.55,22,7,2,5,47.5419744,13.618054,5.211664,8.406390000000002,334.22,136,0.24,135.76,703.93598434,271.983,0.48610000000000003,271.4969,2635.8,1245,2.8000000000000003,1242.2,76.7728,58.48,0.0262,58.453799999999994,136.05999999999997,102,0.04,101.96,304.2846753240001,231.506918,0.14868036,231.35823764000003,468,425
CaYAlO4Mn0.005,7.005,4,0.005,3.995,105,39,8,31,226.90242249999997,88.90584,15.999,72.90684,685,180,60,120,8.82,3.44,1,2.44,21,7,2,5,39.3682556,13.618054,5.9857684,7.6322856,104.125,39,0.125,38.875,220.23606872,88.90584,0.27469022,88.63114978,725.7,240,0.7000000000000001,239.3,17.59775,13.76,0.007750000000000001,13.75225,32.035,24,0.035,23.965,72.82556969000001,54.472216,0.03717009,54.43504591000001,335,425
KNaSiF6Mn0.06,9.06,6,0.06,5.94,78,25,9,16,164.109516443,54.938044,18.998403163,35.939640837,700,220,50,170,9.18,3.98,0.82,3.16,20,7,1,6,42.48826124000001,17.42282,4.34066354,13.08215646,99.5,54,1.5,52.5,207.45977089799996,113.990418978,3.29628264,110.69413633799999,818.4,300,8.4,291.6,27.622999999999998,23.88,0.093,23.787,48.42,42,0.42,41.58,122.61438432000001,104.53692000000001,0.44604108,104.09087892000001,460,425
Ba0.89TiO3Eu0.05K0.06,5,3,0.05,2.95,168,63,8,55,392.2553,151.964,15.999,135.965,820,220,60,160,6.69,3.44,0,3.44,15,6,1,5,35.66888654,13.618054,4.34066354,9.27739046,100.13000000000001,49.84,1.14,48.7,228.02912800000001,122.22103,2.345898,119.875132,533.8000000000001,191.35,9.25,182.1,12.701300000000002,10.32,0,10.32,23.94,18,0.06,17.94,52.864622022400006,40.854162,0.2604398124,40.5937221876,397,427
LaMg0.5Ti0.496O3Mn0.008,5.0040000000000004,3,0.008,2.992,124,57,8,49,282.014514,138.90547,15.999,122.90647000000001,685,195,60,135,8.940000000000001,3.44,1.1,2.34,22,7,2,5,41.103327,13.618054,5.5769,8.041154,98.11200000000001,57,0.2,56.8,223.23650635200002,138.90547,0.439504352,138.465965648,520.5600000000001,195,1.12,193.88,12.85124,10.32,0.012400000000000001,10.3076,24.040000000000003,18,0.056,17.944,53.700399164000004,40.854162,0.059472144000000005,40.794689856000005,345,428
Gd2MoO6Eu0.3,9.3,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,236.9,128,18.9,109.1,552.0332,314.5,45.5892,268.9108,920.5,360,55.5,304.5,25.200000000000003,20.64,0,20.64,46.6,36,0.6,35.4,102.8014615,81.708324,1.7011154999999998,80.0072085,463,428
LaMgAl11O19Sm0.05Eu0.2,32.25,19,0.05,18.95,215,63,8,55,508.5150085,151.964,15.999,135.965,900,195,60,135,8.63,3.44,0,3.44,18,6,2,4,44.14105239999999,13.618054,5.5769,8.041154,379.70000000000005,152,3.1,148.9,801.8991935,303.981,7.518000000000001,296.46299999999997,2906.25,1375,9.25,1365.75,85.5385,65.36,0,65.36,152.5,114,0.1,113.9,339.2258759,258.743026,0.2821855,258.46084049999996,403,428
Na2CaPO4FEu0.02,9.02,4,0.02,3.98,126,63,8,55,281.002934441,151.964,15.999,135.965,755,185,50,135,11.540000000000001,3.98,0,3.98,23,7,1,6,58.4501769,17.42282,5.1390767,12.283743300000001,99.26,32,1.26,30.74,203.064983721,63.996,3.03928,60.956720000000004,933.7,360,3.7,356.3,22.790000000000003,13.76,0,13.76,40.04,24,0.04,23.96,98.8864383,54.472216,0.1134077,54.3588083,390,428
Ba5Si2O6Cl6Eu0.02,19.02,6,0.02,5.98,158,63,8,55,368.825,151.964,15.999,135.965,670,215,60,155,9.39,3.44,0,3.44,21,7,2,5,45.619416,13.618054,5.211664,8.406390000000002,459.26,280,1.26,278.74,1054.53828,686.635,3.03928,683.59572,2258.7,1075,3.7,1071.3,47.85,20.64,0,20.64,96.04,42,0.04,41.96,201.9891977,81.708324,0.1134077,81.59491630000001,400,430
Ba3Lu1.54B6O15Ce0.03Tb0.2,25.77,15,0.03,14.97,263,71,5,66,638.1441500000001,174.9668,10.81,164.1568,895,215,60,155,8.49,3.44,0,3.44,17,6,2,4,43.956008,13.618054,5.211664,8.406390000000002,442.08000000000004,168,1.74,166.26,1022.263422,411.981,4.20348,407.77752,2365.05,900,5.55,894.45,68.0836,51.6,0,51.6,117.54,90,0.06,89.94,279.38867534,204.27081,0.16615799999999997,204.10465200000002,373,430
Gd1.4MoO6Eu0.3,8.700000000000001,6,0.3,5.7,177,64,8,56,421.163,157.25,15.999,141.251,570,185,60,125,6.800000000000001,3.44,0,3.44,16,6,2,4,32.530665,13.618054,5.670385,7.947669000000001,198.5,89.6,18.9,70.69999999999999,457.68319999999994,220.14999999999998,45.5892,174.56079999999997,812.5,360,55.5,304.5,24.48,20.64,0,20.64,45.4,36,0.6,35.4,99.1115839,81.708324,1.7011154999999998,80.0072085,463,430
Ba1.8LiGaP4O14Eu0.2,22,14,0.2,13.8,176,63,3,60,412.926761998,151.964,6.94,145.024,835,215,60,155,9.31,3.44,0,3.44,19,6,1,5,46.377805561,13.618054,5.211664,8.406390000000002,319.40000000000003,112,3,109,702.125447992,247.1886,6.94,240.2486,1939,840,37,803,61.312,48.16,0,48.16,112,84,0.4,83.6,254.505588761,190.652756,1.134077,189.51867900000002,394,430
Sr2GdNbO6Mn0.004,10.004,6,0.004,5.996,176,64,8,56,408.713414,157.25,15.999,141.251,725,200,60,140,8.74,3.44,0.95,2.49,22,7,2,5,39.6555852,13.618054,5.6948672,7.923186800000001,229.1,76,0.1,75.9,521.610122176,175.24,0.219752176,175.02024782400002,1085.56,400,0.56,399.44,25.3462,20.64,0.006200000000000001,20.6338,47.028,36,0.028,35.972,106.03644047200001,81.708324,0.029736072000000002,81.678587928,350,430
Sr2.9LaNaP2SiO12Eu0.1,20,12,0.1,11.9,206,63,8,55,476.537001278,151.964,15.999,135.965,1030,200,60,140,10.51,3.44,0,3.44,23,6,1,5,54.3376519,13.618054,5.1390767,8.4789773,324.5,110.2,6.300000000000001,103.9,713.210163276,254.098,15.1964,238.9016,2003.5,720,18.5,701.5,52.345,41.28,0,41.28,96,72,0.2,71.8,220.33983308,163.416648,0.5670385,162.8496095,325,432
Cd2V2O7Pr0.04,11.04,7,0.04,6.96,138,59,8,51,320.26216,140.90766,15.999,124.90866,535,185,60,125,7.89,3.44,1.13,2.31,25,12,2,10,34.831063,13.618054,5.473,8.145054000000002,200.36,96,2.36,93.64,444.34030640000003,224.828,5.6363064,219.1916936,1007.4,420,7.4,412.6,30.7652,24.08,0.0452,24.034799999999997,76.08,42,0.08,41.92,127.025316,95.326378,0.21892,95.10745800000001,380,433
Cd2V2O7Sm0.03,11.03,7,0.03,6.97,141,62,8,54,329.71450000000004,150.36,15.999,134.36100000000002,535,185,60,125,7.93,3.44,1.17,2.27,25,12,2,10,35.001773,13.618054,5.64371,7.974344000000001,199.86,96,1.8599999999999999,94.14,443.2148,224.828,4.510800000000001,220.3172,1005.55,420,5.55,414.45,30.7551,24.08,0.0351,24.0449,76.06,42,0.06,41.94,126.97570730000001,95.326378,0.16931129999999997,95.1570667,378,433
Ba0.92YSi2Al2O2N5Eu0.08,13,5,0.08,4.92,200,63,7,56,463.2693785,151.964,14.007,137.957,940,215,60,155,12.100000000000001,3.44,0,3.44,25,6,2,4,59.3889444,14.53413,5.211664,9.322465999999999,200.56,51.52,5.04,46.480000000000004,439.56987699999996,126.34084,12.15712,114.18372,1307.6,325,14.8,310.2,31.1388,15.2,0,15.2,56,25,0.16,24.84,139.64728248,72.67065,0.4536308,72.2170192,359,433
LiBa0.95PO4Eu0.05,7,4,0.05,3.95,145,63,3,60,343.203761998,151.964,6.94,145.024,705,215,60,155,7.5,3.44,0,3.44,16,6,1,5,40.378503761000005,13.618054,5.211664,8.406390000000002,106.35,53.199999999999996,3,50.199999999999996,239.96861199799997,130.46065,6.94,123.52064999999999,698.5,240,9.25,230.75,17.7755,13.76,0,13.76,32,24,0.1,23.9,75.585216811,54.472216,0.28351925,54.188696750000005,350,433
Sr7.92MgScP7O28Eu0.08,45,28,0.08,27.92,157,63,8,55,355.81766999800004,151.964,15.999,135.965,855,200,60,140,9.25,3.44,0,3.44,20,6,2,4,49.677717200000004,13.618054,5.670385,7.947669000000001,668,300.96,5.04,295.91999999999996,1440.1567619860002,693.9504000000001,12.15712,681.7932800000001,4288.8,1680,14.8,1665.2,121.844,96.32,0,96.32,224,168,0.16,167.84,514.4770180240001,381.305512,0.4536308,380.85188120000004,400,433
Li2MgTi0.999O4Mn0.001,8,4,0.001,3.999,70,25,3,22,150.04904399999998,54.938044,6.94,47.998044,635,150,60,90,8.82,3.44,0.98,2.46,20,7,1,6,40.918141761,13.618054,5.391714761,8.226339239000001,72.00300000000001,32,0.025,31.975,150.05507104400002,63.996,0.054938044,63.941061956000006,820,290,0.14,289.86,18.570010000000003,13.76,0.0015500000000000002,13.75845,32.003,24,0.007,23.993,79.73060642,54.472216,0.007434018000000001,54.464781982000005,476,435
Y1.74WO6Eu0.26,9,6,0.26,5.74,184,74,8,66,440.70884,183.84,15.999,167.841,560,185,60,125,6.359999999999999,3.44,0,3.44,17,6,2,4,33.369729,13.618054,5.670385,7.947669000000001,206.24,74,16.38,57.620000000000005,474.04080160000007,183.84,39.51064,144.32936,856.3000000000001,360,48.1,311.9,24.4628,20.64,0,20.64,47.74,36,0.52,35.48,101.8646865,81.708324,1.4743001,80.23402390000001,275,435
Sr1.2Mg3P4O15Eu0.4Li0.4,23.999999999999996,15,0.4,14.6,139,63,3,60,317.801761998,151.964,6.94,145.024,840,200,60,140,8.87,3.44,0,3.44,18,6,1,5,48.507941961,13.618054,5.391714761,8.226339239000001,288,120,1.2000000000000002,118.8,605.500647992,239.985,2.7760000000000002,237.209,2122,900,58,842,65.822,51.6,0,51.6,119.60000000000001,90,0.4,89.6,280.4149395444,204.27081,2.1566859044,202.1141240956,393,435
Ca0.92W0.4Mo0.6O4Eu0.08,6,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669000000001,110.24000000000001,32,5.04,26.96,244.13088,73.536,12.15712,61.37888,561.4,240,14.8,225.2,16.656,13.76,0,13.76,32,24,0.16,23.84,67.95101958400001,54.472216,0.4536308,54.018585200000004,280,435
SrMg2La2W1.996O12 Mn0.002,18.998,12,0.002,11.998,214,74,8,66,505.60751400000004,183.84,15.999,167.841,880,200,60,140,10.05,3.44,0.95,2.49,26,7,2,5,47.834104200000006,13.618054,5.5769,8.041154,419.754,147.704,0.05,147.654,973.083456088,366.94464,0.109876088,366.83476391199997,1879.74,720,0.28,719.72,50.44630000000001,41.28,0.0031000000000000003,41.2769,95.99,72,0.014,71.986,211.269257116,163.416648,0.014868036000000001,163.401779964,344,435
Ba2Ca0.99P2O8Eu0.01,13,8,0.01,7.99,162,63,8,55,376.34176199800004,151.964,15.999,135.965,740,215,60,155,7.52,3.44,0,3.44,17,6,2,4,41.099944199999996,13.618054,5.211664,8.406390000000002,226.43,112,0.63,111.37,505.790383996,274.654,1.51964,273.13436,1290.05,480,1.85,478.15,34.67,27.52,0,27.52,64,48,0.02,47.98,146.449859498,108.944432,0.05670385,108.88772815,365,436
KSrYP2O8Eu0.01,13.01,8,0.01,7.99,182,63,8,55,414.560901998,151.964,15.999,135.965,945,220,60,160,8.62,3.44,0,3.44,19,6,1,5,46.02791574,13.618054,4.34066354,9.27739046,190.63,64,0.63,63.37,407.083303996,127.992,1.51964,126.47236000000001,1281.85,480,1.85,478.15,34.89,27.52,0,27.52,64.02,48,0.02,47.98,146.22729859,108.944432,0.05670385,108.88772815,340,438
Mg1.88Al4Si5O18Eu0.02Mn0.04,28.939999999999998,18,0.02,17.98,135,63,8,55,302.2725825,151.964,15.999,135.965,770,185,60,125,9.81,3.44,0,3.44,24,7,2,5,48.506143400000006,13.618054,5.670385,7.947669000000001,290.82,144,1,143,587.26335576,287.982,2.19752176,285.78447824000006,2421.2999999999997,1080,3.7,1076.3,80.3848,61.92,0,61.92,144.07999999999998,108,0.04,107.96,324.61215081999995,245.124972,0.1134077,245.0115643,365,438
Ba3Y1.3B6O15Eu0.7,26,15,0.7,14.3,171,63,5,58,405.00584000000003,151.964,10.81,141.154,725,215,60,155,7.59,3.44,0,3.44,16,6,2,4,39.015382,13.618054,5.211664,8.406390000000002,412.79999999999995,168,30,138,938.7783919999999,411.981,64.86,347.121,2418.5,900,129.5,770.5,68.096,51.6,0,51.6,119.30000000000001,90,1.4,88.6,281.7456235,204.27081,3.9692694999999993,200.30154050000002,393,440
CaSi2N2O2Eu0.02,7.02,2,0.02,1.98,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.379999999999999,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,79.26,28,1.26,26.74,159.29927999999998,56.17,3.03928,53.130720000000004,653.7,220,3.7,216.3,17.759999999999998,6.88,0,6.88,32.04,12,0.04,11.96,78.8342969,29.06826,0.1134077,28.9548523,450,440
Na1.9Ca1.9Nb4O13Eu0.1,20.900000000000002,13,0.1,12.9,143,63,8,55,323.93713928,151.964,15.999,135.965,750,185,60,125,6.970000000000001,3.44,0,3.44,16,6,1,5,37.299520900000005,13.618054,5.1390767,8.4789773,333.2,164,6.300000000000001,157.7,714.637641632,371.62548,15.1964,356.42908,2062.5,780,18.5,761.5,54.787,44.72,0,44.72,103.9,78,0.2,77.8,226.01638111,177.034702,0.5670385,176.46766350000001,395,440
CaW0.4Mo0.6O4Eu0.08,6.08,4,0.08,3.92,207,74,8,66,487.831,183.84,15.999,167.841,705,185,60,125,8.3,3.44,0,3.44,22,6,2,4,40.3580542,13.618054,5.670385,7.947669000000001,111.84,32,5.04,26.96,247.33712,73.536,12.15712,61.37888,575.8,240,14.8,225.2,16.736,13.76,0,13.76,32.16,24,0.16,23.84,68.440072,54.472216,0.4536308,54.018585200000004,280,440
Ca0.98Si2N2O2Eu0.02,7,2,0.02,1.98,112,63,7,56,250.133,151.964,14.007,137.957,600,185,60,125,9.379999999999999,3.44,0,3.44,19,6,2,4,48.0874072,14.53413,5.670385,8.863745,78.86,28,1.26,26.74,158.49772,56.17,3.03928,53.130720000000004,650.1,220,3.7,216.3,17.74,6.88,0,6.88,32,12,0.04,11.96,78.712033796,29.06826,0.1134077,28.9548523,450,440
Sr1.2Mg3P4O15Eu0.4K0.4,23.999999999999996,15,0.4,14.6,155,63,8,55,349.960061998,151.964,15.999,135.965,915,220,60,160,8.709999999999999,3.44,0,3.44,18,6,1,5,47.45689074,13.618054,4.34066354,9.27739046,294.40000000000003,120,7.6000000000000005,112.4,618.3639679920001,239.985,15.639320000000001,224.34568000000002,2152,900,74,826,65.75800000000001,51.6,0,51.6,119.60000000000001,90,0.4,89.6,279.994519056,204.27081,1.7362654160000002,202.534544584,393,440
BaLa0.95MgSbO6Eu0.05,10,6,0.05,5.95,247,63,8,55,590.26047,151.964,15.999,135.965,950,215,60,155,8.79,3.44,0,3.44,20,6,2,4,46.331627,13.618054,5.211664,8.406390000000002,224.3,56,3.1500000000000004,52.85,518.9443965,137.327,7.5982,129.7288,1064.5,360,9.25,350.75,25.935000000000002,20.64,0,20.64,47.95,36,0.1,35.9,108.75618625,81.708324,0.28351925,81.42480475,465,440
Ba2Y1.25Lu3.75B5O17Ce0.25,29.25,17,0.25,16.75,237,71,5,66,568.1246400000001,174.9668,10.81,164.1568,900,215,60,155,9.71,3.44,0.89,2.55,18,6,2,4,44.309468,13.618054,5.211664,8.406390000000002,602.5,266.25,14.5,251.75,1402.9737999999998,656.1255,35.029,621.0965,2802.5,1020,46.25,973.75,76.015,58.48,0.28,58.199999999999996,132.75,102,0.5,101.5,312.92358225000004,231.506918,1.38465,230.12226800000002,363,443
Sr7.76MgLaP7O28Eu0.03,44.79,28,0.03,27.97,193,63,8,55,449.76723199800006,151.964,15.999,135.965,890,200,60,140,8.99,3.44,0,3.44,20,6,2,4,48.693127200000006,13.618054,5.5769,8.041154,694.77,294.88,1.89,292.99,1512.488923986,679.9312,4.55892,675.37228,4282.55,1680,5.55,1674.45,121.43199999999999,96.32,0,96.32,223.57999999999998,168,0.06,167.94,512.297730022,381.305512,0.17011154999999997,381.13540045,400,443
Ca14Zn6Ga9.85O35Mn0.15,65,35,0.15,34.85,114,31,8,23,246.11804399999997,69.723,15.999,53.724,645,180,60,120,9.450000000000001,3.44,1,2.44,30,12,2,10,42.558728,13.618054,5.9993018,7.618752200000001,1049.1,305.34999999999997,3.75,301.59999999999997,2208.3492566,686.7715499999999,8.2407066,678.5308434,6731.5,2520,21,2499,162.36099999999996,120.39999999999999,0.23249999999999998,120.16749999999999,340.6,210,1.05,208.95,678.78948223,476.63189,1.1151027,475.5167873,462,445
Ca8.55GdP7O28Eu0.01Mn0.04,44.599999999999994,28,0.01,27.99,195,64,8,56,451.20280599800003,157.25,15.999,141.251,845,185,60,125,9.38,3.44,0,3.44,24,7,2,5,49.47209420000001,13.618054,5.670385,7.947669000000001,565.63,224,0.63,223.37,1168.4223957460001,447.97200000000004,1.51964,446.45236000000006,4106.450000000001,1680,1.85,1678.15,121.46199999999999,96.32,0,96.32,222.4,168,0.02,167.98,513.4836515300001,381.305512,0.05670385,381.24880815,355,445
Sr1.2Mg3P4O15Eu0.4Na0.4,23.999999999999996,15,0.4,14.6,147,63,8,55,333.85153127800004,151.964,15.999,135.965,875,200,60,140,8.819999999999999,3.44,0,3.44,18,6,1,5,48.2553039,13.618054,5.1390767,8.4789773,291.2,120,4.4,115.6,611.9205557040001,239.985,9.195907712,230.789092288,2136,900,72,828,65.802,51.6,0,51.6,119.60000000000001,90,0.4,89.6,280.31388432,204.27081,2.05563068,202.21517932,393,445
Ba2Y2.5Lu2.5B5O17Ce0.25,29.25,17,0.25,16.75,237,71,5,66,568.1246400000001,174.9668,10.81,164.1568,900,215,60,155,9.71,3.44,0.89,2.55,18,6,2,4,44.309468,13.618054,5.211664,8.406390000000002,562.5,177.5,14.5,163,1295.3976,437.41700000000003,35.029,402.38800000000003,2808.75,1020,46.25,973.75,76.28999999999999,58.48,0.28,58.199999999999996,134,102,0.5,101.5,313.9128185,231.506918,1.38465,230.12226800000002,363,447
SrGe3.99O9Mn0.01,14,9,0.01,8.99,103,38,8,30,231.187044,87.62,15.999,71.62100000000001,525,200,60,140,7.95,3.44,0.95,2.49,19,7,2,5,34.646374200000004,13.618054,5.6948672,7.923186800000001,237.93,127.68,0.25,127.43,521.9540804400001,289.7937,0.54938044,289.24431956,1240.15,540,1.4000000000000001,538.6,39.94540000000001,30.96,0.015500000000000002,30.9445,72.03,54,0.07,53.93,159.85043903000002,122.562486,0.07434018,122.48814582000001,430,448
Sr2MgGe2O7Mn0.007,12.007,7,0.007,6.993,115,38,8,30,255.492044,87.62,15.999,71.62100000000001,675,200,60,140,9.26,3.44,0.95,2.49,21,7,2,5,42.2926092,13.618054,5.6948672,7.923186800000001,208.175,76,0.17500000000000002,75.825,457.182566308,175.24,0.38456630799999997,174.85543369200002,1220.98,420,0.98,419.02,31.32085,24.08,0.01085,24.069149999999997,56.049,42,0.049,41.951,130.213255526,95.326378,0.052038126000000004,95.274339874,419,448
Ga1.57In0.4O3Cr0.03,5.000000000000001,3,0.03,2.97,112,49,8,41,252.53609999999998,114.818,15.999,98.819,485,155,60,95,8.69,3.44,1.66,1.78,18,6,3,3,32.170221,13.618054,5.7863552,7.831698800000001,92.99000000000001,48.67,0.72,47.95,204.94919300000004,109.46511,1.559883,107.905227,450.3,204.1,4.2,199.9,13.9235,10.32,0.0498,10.2702,24.09,18,0.18,17.82,52.790603206,40.854162,0.2029953,40.651166700000005,450,448
