Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),IQE
Sr3In0.63P3O12Ce0.07Tb0.3,19,12,0.07,11.93,233,65,8,57,548.452111998,158.92535,15.999,142.92635,875,200,60,140,9.48,3.44,0,3.44,20,6,2,4,46.9883624,13.618054,5.5386,8.079454000000002,309.43,114,4.0600000000000005,109.94,677.590350994,262.86,9.808120000000002,253.05188,1783.1000000000001,720,12.950000000000001,707.05,51.8998,41.28,0,41.28,95.63,72,0.14,71.86,217.753553376,163.416648,0.38770200000000005,163.02894600000002,298,318,31
KNaCa2P2O8Eu0.008Mn0.1,14.107999999999999,8,0.008,7.992,161,63,8,55,356.040875278,151.964,15.999,135.965,1065,220,60,160,9.93,3.44,0,3.44,24,7,1,6,52.80203844,13.618054,4.34066354,9.27739046,167.004,64,0.504,63.496,338.893109676,127.992,1.215712,126.77628800000001,1455.48,480,1.48,478.52,35.805,27.52,0,27.52,64.71600000000001,48,0.016,47.984,152.41261951999996,108.944432,0.04536308,108.89906892,298,365,31
Ca8.92CeP7O28Eu0.08,45,28,0.08,27.92,164,63,8,55,379.130761998,151.964,15.999,135.965,710,185,60,125,7.75,3.44,0,3.44,17,6,2,4,41.4268802,13.618054,5.5386,8.079454000000002,570.4399999999999,224,5.04,218.96,1174.557213986,447.97200000000004,12.15712,435.81488,4185.400000000001,1680,14.8,1665.2,121.69,96.32,0,96.32,223,168,0.16,167.84,515.2338891840001,381.305512,0.4536308,380.85188120000004,298,320,31
LiLaMgWO6Eu0.2,10.2,6,0.2,5.8,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.767318761,13.618054,5.391714761,8.226339239000001,206.6,74,3,71,480.37727,183.84,6.94,176.9,1022,360,37,323,25.73,20.64,0,20.64,48.4,36,0.4,35.6,109.32128076100001,81.708324,1.134077,80.574247,298,463,31
LiLaMgWO6Eu0.3,10.3,6,0.3,5.7,217,74,3,71,521.95347,183.84,6.94,176.9,870,195,60,135,8.53,3.44,0,3.44,20,6,1,5,45.767318761,13.618054,5.391714761,8.226339239000001,212.9,74,3,71,495.57367,183.84,6.94,176.9,1040.5,360,55.5,304.5,25.73,20.64,0,20.64,48.6,36,0.6,35.4,109.888319261,81.708324,1.7011154999999998,80.0072085,298,463,31
Ca8.7Bi0.92P7O28Ce0.08Mn0.3,44.99999999999999,28,0.08,27.92,209,83,8,75,491.085205998,208.9804,15.999,192.9814,825,185,60,125,11.2,3.44,1,2.44,27,7,2,5,50.476029200000006,13.618054,5.5386,8.079454000000002,591.5,224,4.64,219.36,1233.419595186,447.97200000000004,11.209280000000001,436.76272000000006,4150,1680,14.8,1665.2,122.65259999999999,96.32,0.08960000000000001,96.23039999999999,227.26,168,0.16,167.84,517.2727323600001,381.305512,0.443088,380.86242400000003,298,292,31
KBaY0.3B2O6Eu0.7,11,6,0.3,5.7,190,63,5,58,444.10414000000003,151.964,10.81,141.154,945,220,60,160,8.41,3.44,0,3.44,17,6,1,5,43.35604554,13.618054,4.34066354,9.27739046,188.79999999999998,56,10,46,427.085852,137.327,21.62,115.707,1148.5,360,54,306,26.796,20.64,0,20.64,47.3,36,0.8999999999999999,35.1,113.69113704,81.708324,1.8651779999999998,79.843146,298,394,31.1
Sr3La0.95V3O12Eu0.05,19,12,0.05,11.95,189,63,8,55,445.42997,151.964,15.999,135.965,775,200,60,140,7.119999999999999,3.44,0,3.44,18,6,2,4,37.3063932,13.618054,5.5769,8.041154,336.29999999999995,114,3.1500000000000004,110.85,747.2308965000001,262.86,7.5982,255.26180000000002,1919.5,720,9.25,710.75,50.065,41.28,0,41.28,95.94999999999999,72,0.1,71.9,206.32138485000002,163.416648,0.28351925,163.13312875,298,370,31.2
SrSEu0.01,2.01,1,0.01,0.99,117,63,16,47,271.644,151.964,32.06,119.904,485,200,100,100,3.5300000000000002,2.58,0,2.58,10,6,2,4,21.7252622,10.36001,5.670385,4.689625000000001,54.63,38,0.63,37.37,121.19964,87.62,1.51964,86.10036000000001,301.85,200,1.85,198.15,3.5300000000000002,2.58,0,2.58,8.02,6,0.02,5.98,16.11158105,10.36001,0.05670385,10.303306150000001,298,350,31.3
SrSEu0.01,2.01,1,0.01,0.99,117,63,16,47,271.644,151.964,32.06,119.904,485,200,100,100,3.5300000000000002,2.58,0,2.58,10,6,2,4,21.7252622,10.36001,5.670385,4.689625000000001,54.63,38,0.63,37.37,121.19964,87.62,1.51964,86.10036000000001,301.85,200,1.85,198.15,3.5300000000000002,2.58,0,2.58,8.02,6,0.02,5.98,16.11158105,10.36001,0.05670385,10.303306150000001,298,351,31.3
Ba3In3.9P6O24Tb0.015Eu0.01,36.925,24,0.01,23.99,256,65,8,57,610.007111998,158.92535,15.999,142.92635,890,215,60,155,8.299999999999999,3.44,0,3.44,20,6,2,4,46.6369442,13.618054,5.211664,8.406390000000002,642.705,192,0.63,191.37,1433.4932922379999,447.79019999999997,1.51964,446.27056,3293.975,1440,1.85,1438.15,105.31200000000001,82.56,0,82.56,191.75,144,0.02,143.98,428.09985013000005,326.833296,0.05670385,326.77659215,298,233,31.4
Ca5P3O12ClCe0.08Tb0.005,21.084999999999997,12,0.005,11.995,183,65,8,57,421.542111998,158.92535,15.999,142.92635,800,185,60,125,10.91,3.44,0,3.44,24,7,2,5,54.5879252,13.618054,5.5386,8.079454000000002,262.965,100,0.325,99.675,532.7531927440001,200.39000000000001,0.79462675,199.59537325000002,2035.675,900,0.875,899.125,56.0996,41.28,0,41.28,104.17,72,0.01,71.99,238.882519,163.416648,0.029319,163.38732900000002,298,340,31.4
Na2.98Sc2P3O12Eu0.01,19.990000000000002,12,0.01,11.99,118,63,8,55,266.882439278,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544484,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.370838416,163.416648,0.05670385,163.35994415000002,298,370,31.5
CsK2Gd0.5V2O8Eu0.5,14,8,0.5,7.5,232,64,8,56,548.15825196,157.25,15.999,141.251,1040,260,60,200,7.879999999999999,3.44,0,3.44,17,6,1,5,40.418991088,13.618054,3.893905548,9.724148452000001,266.5,64,31.5,32.5,595.5840519599999,132.90545196,75.982,56.923451959999994,1632.5,480,90,390,33.81,27.52,0,27.52,63,48,1,47,140.92212912800002,108.944432,2.8351925,106.1092395,298,312,31.5
Ca1.5Gd7.6Si6O26Ce0.05Mn0.25,41.4,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,817.55,486.4,2.9000000000000004,483.5,1860.4413109999998,1195.1,7.005800000000001,1188.0942,3902.25,1560,9.25,1550.75,111.9035,89.44,0.05600000000000001,89.384,200.04999999999998,156,0.1,155.9,461.0231189,354.069404,0.27693,353.792474,298,287,31.5
Ba5P2SiO12Eu0.01,20.01,12,0.01,11.99,156,63,8,55,364.348761998,151.964,15.999,135.965,670,215,60,155,8.42,3.44,0,3.44,19,6,2,4,43.13847200000001,13.618054,5.211664,8.406390000000002,420.63,280,0.63,279.37,970.175163996,686.635,1.51964,685.11536,2106.85,1075,1.85,1073.15,52.010000000000005,41.28,0,41.28,96.02,72,0.02,71.98,218.65672685,163.416648,0.05670385,163.35994415000002,298,405,31.89
CaWO4,6,4,1,3,102,74,8,66,239.917,183.84,15.999,167.841,375,180,60,120,6.140000000000001,3.44,1,2.44,14,6,2,4,27.5952392,13.618054,6.1131552,7.504898800000001,126,74,20,54,287.914,183.84,40.078,143.762,555,240,135,105,16.46,13.76,1,12.76,32,24,2,22,68.4494012,54.472216,6.1131552,48.3590608,298,248,31.9
Ba2GdTaO6Mn0.01,10.01,6,0.01,5.99,226,73,8,65,546.4619240000001,180.94788,15.999,164.94888,740,215,60,155,8.58,3.44,0.89,2.55,22,7,2,5,39.963102,13.618054,5.211664,8.406390000000002,297.25,112,0.25,111.75,709.39526044,274.654,0.54938044,274.10461956,1116.4,430,1.4000000000000001,428.6,25.1355,20.64,0.015500000000000002,20.6245,47.07,36,0.07,35.93,105.90535818,81.708324,0.07434018,81.63398382000001,298,358,32
Mg2Y8Si6O26Ce0.005Mn0.05,42.055,26,0.005,25.995,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,629.54,312,0.29,311.71,1347.7882022,711.24672,0.7005800000000001,710.54614,3967.925,1560,0.925,1559.075,113.3031,89.44,0.005600000000000001,89.4344,208.35999999999999,156,0.01,155.99,468.40944590000004,354.069404,0.027693,354.041711,298,292,32
LiAlGe2O6Mn0.006,10.006,6,0.006,5.994,81,32,3,29,177.48858249999998,72.63,6.94,65.69,595,145,60,85,9.59,3.44,0.98,2.46,21,7,1,6,40.328990161,13.618054,5.391714761,8.226339239000001,128.15,64,0.15,63.85,275.505166764,145.26,0.329628264,144.93037173599998,880.84,360,0.84,359.16,27.2593,20.64,0.009300000000000001,20.6307,48.042,36,0.042,35.958,108.92928126900001,81.708324,0.044604108,81.663719892,298,289,32
Ba1.28Ca0.66SiO4Eu0.02Mn0.04,6.999999999999999,4,0.02,3.98,186,63,8,55,428.39104399999997,151.964,15.999,135.965,890,215,60,155,8.780000000000001,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.406390000000002,133.14,71.68,1,70.68,299.54784176,175.77856,2.19752176,173.58103824,753.3000000000001,275.2,3.7,271.5,17.5212,13.76,0,13.76,32.199999999999996,24,0.04,23.96,73.740279772,54.472216,0.1134077,54.3588083,298,390,32
NaLa3.6Mo3O15FEu0.1,23.700000000000003,15,0.1,14.9,190,63,8,55,444.806642443,151.964,15.999,135.965,815,195,50,145,11.610000000000001,3.98,0,3.98,25,7,1,6,54.519665700000004,17.42282,5.1390767,12.283743300000001,477.50000000000006,205.20000000000002,6.300000000000001,198.9,1085.079264443,500.05969200000004,15.1964,484.86329200000006,2285.5,900,18.5,881.5,66.95,51.6,0,51.6,127,90,0.2,89.8,268.75387520000004,204.27081,0.5670385,203.70377150000002,298,395,32.1
Li2MgZr0.996O4Mn0.004,8,4,0.004,3.996,88,40,3,37,193.406044,91.224,6.94,84.284,650,155,60,95,8.610000000000001,3.44,0.98,2.46,20,7,1,6,40.72392176100001,13.618054,5.391714761,8.226339239000001,89.94,39.84,0.1,39.74,193.259856176,90.859104,0.219752176,90.639351824,834.9399999999999,290,0.56,289.44,18.36088,13.76,0.006200000000000001,13.7538,32.012,24,0.028,23.972,79.538980994,54.472216,0.029736072000000002,54.442479928000004,298,335,32.3
KBaSc2P3O12Eu0.04Tb0.03,19.07,12,0.03,11.97,247,65,8,57,579.2433199980001,158.92535,15.999,142.92635,1115,220,60,160,8.7,3.44,0,3.44,21,6,1,5,51.75274254,13.618054,4.34066354,9.27739046,262.46999999999997,96,1.95,94.05,562.0927224940001,191.988,4.7677605000000005,187.2202395,1787.65,720,5.25,714.75,52.28,41.28,0,41.28,96.14,72,0.06,71.94,217.95474294000002,163.416648,0.17591400000000001,163.240734,298,300,32.4
Ca5P3O12ClEu0.02Tb0.1,21.12,12,0.02,11.98,188,65,8,57,433.39011199799995,158.92535,15.999,142.92635,800,185,60,125,9.79,3.44,0,3.44,24,7,2,5,54.719710199999994,13.618054,5.670385,7.947669000000001,265.76,100,1.26,98.74,539.681100994,200.39000000000001,3.03928,197.35072000000002,2041.2,900,3.7,896.3,56.010000000000005,41.28,0,41.28,104.24000000000001,72,0.04,71.96,239.10989970000003,163.416648,0.1134077,163.3032403,298,400,32.5
Rb3YSi2O7Eu0.02,13.02,7,0.02,6.98,161,63,8,55,370.42164,151.964,15.999,135.965,770,235,60,175,7.38,3.44,0,3.44,16,6,1,5,37.834509999999995,13.618054,4.177128,9.440926000000001,235.26,111,1.26,109.74,516.51152,256.4034,3.03928,253.36411999999999,1528.7,705,3.7,701.3,31.56,24.08,0,24.08,56.04,42,0.04,41.96,130.4917957,95.326378,0.1134077,95.21297030000001,298,450,32.6
Sr3LaV3O12Eu,20,12,1,11,189,63,8,55,445.42997,151.964,15.999,135.965,775,200,60,140,7.119999999999999,3.44,0,3.44,18,6,2,4,37.3063932,13.618054,5.5769,8.041154,399,114,57,57,898.54197,262.86,138.90547,123.95453,2105,720,185,535,50.120000000000005,41.28,0,41.28,98,72,2,70,211.98709560000003,163.416648,5.5769,157.83974800000001,298,370,32.7
Lu2O2STb0.02Eu0.04,5.06,2,0.02,1.98,223,71,8,63,533.91515,174.9668,15.999,158.9678,695,185,60,125,7.02,3.44,0,3.44,18,6,2,4,40.93812,13.618054,5.425871,8.192183,177.82000000000002,142,1.3,140.7,423.248667,349.9336,3.178507,346.755093,580.9,350,3.5,346.5,11.459999999999999,6.88,0,6.88,22.119999999999997,12,0.04,11.96,48.7919514,27.236108,0.117276,27.118832,298,280,32.7
Ca8MgSi4O16Cl2Tb0.02Ce0.008,31.028,16,0.008,15.992,194,65,8,57,442.95835,158.92535,15.999,142.92635,960,185,60,125,11.93,3.44,0,3.44,25,7,2,5,59.8991572,13.618054,5.5386,8.079454000000002,391.764,160,0.464,159.536,788.452435,320.624,1.1209280000000001,319.50307200000003,3194.98,1440,1.48,1438.52,78.27896000000001,55.04,0,55.04,144.05599999999998,96,0.016,95.984,333.14391739999996,217.888864,0.0443088,217.8445552,298,359,32.8
BaLu0.99Al2Si2O2N5Ce0.01,13,5,0.01,4.99,227,71,7,64,537.4823385000001,174.9668,14.007,160.9598,935,215,60,155,13,3.44,0.89,2.55,24,6,2,4,58.465770400000004,14.53413,5.211664,9.322465999999999,231.87000000000003,70.29,0.58,69.71000000000001,524.111369,173.217132,1.4011600000000002,171.815972,1305.1,325,1.85,323.15,30.991199999999996,15.2,0.011200000000000002,15.188799999999999,55.00000000000001,25,0.02,24.98,138.82032309,72.67065,0.055386,72.615264,298,350,32.8
K2BaGe8O18Mn0.002,29.002,18,0.002,17.998,140,56,8,48,319.992344,137.327,15.999,121.328,760,220,60,160,8.71,3.44,0.82,2.62,20,7,1,6,38.50383454,13.618054,4.34066354,9.27739046,494.05,256,0.05,255.95,1084.655476088,581.04,0.109876088,580.930123912,2735.28,1080,0.28,1079.72,80.5331,61.92,0.0031000000000000003,61.9169,144.014,108,0.014,107.986,322.22831111600004,245.124972,0.014868036000000001,245.11010396400002,298,330,32.9
Na2.98Sc2P3O12Eu0.01,19.990000000000002,12,0.01,11.99,118,63,8,55,266.882439278,151.964,15.999,135.965,685,185,60,125,7.92,3.44,0,3.44,17,6,1,5,41.4756917,13.618054,5.1390767,8.4789773,216.41,96,0.63,95.37,444.8502544484,191.988,1.51964,190.46836,1878.25,720,1.85,718.15,53.3414,41.28,0,41.28,96,72,0.02,71.98,223.370838416,163.416648,0.05670385,163.35994415000002,323,370,33
Ca8ZnLa0.9P7O28Eu0.1,45,28,0.1,27.9,193,63,8,55,443.300231998,151.964,15.999,135.965,855,195,60,135,9.379999999999999,3.44,0,3.44,30,12,2,10,50.85937920000001,13.618054,5.5769,8.041154,576.5999999999999,224,6.300000000000001,217.7,1191.0036569860001,447.97200000000004,15.1964,432.77560000000005,4149,1680,18.5,1661.5,122.28999999999999,96.32,0,96.32,233.89999999999998,168,0.2,167.8,518.5980031,381.305512,0.5670385,380.7384735,298,391,33
Ca2GdTaO6Mn0.004,10.004,6,0.004,5.996,190,73,8,65,449.21292400000004,180.94788,15.999,164.94888,705,180,60,120,8.690000000000001,3.44,1,2.44,22,7,2,5,40.8645932,13.618054,6.1131552,7.504898800000001,225.1,73,0.1,72.9,514.5676321760001,180.94788,0.219752176,180.728127824,1045.56,360,0.56,359.44,25.3462,20.64,0.006200000000000001,20.6338,47.028,36,0.028,35.972,107.66373647200001,81.708324,0.029736072000000002,81.678587928,298,355,33
Ba2V2O7,11,7,2,5,87,56,8,48,204.26749999999998,137.327,15.999,121.328,410,215,60,155,5.96,3.44,0.89,2.55,13,6,2,4,25.575905,13.618054,5.211664,8.406390000000002,214,112,46,66,488.53,274.654,101.883,172.77100000000002,1120,430,270,160,29.119999999999997,24.08,1.78,22.299999999999997,56,42,4,38,119.24208,95.326378,10.423328,84.90305000000001,298,336,33
Na0.95Sc0.8Si2O6Eu0.05Mn0.2,10,6,0.05,5.95,142,63,8,55,318.93172128,151.964,15.999,135.965,835,185,60,125,9.18,3.44,0,3.44,23,7,1,6,46.5747067,13.618054,5.1390767,8.4789773,111.4,48,3.1500000000000004,44.85,228.55481601600002,95.994,7.5982,88.3958,916.25,360,9.25,350.75,26.7215,20.64,0,20.64,48.85,36,0.1,35.9,109.91332771500001,81.708324,0.28351925,81.42480475,298,365,33
Ca0.95Si2O2N2Ce0.05,7,2,0.05,1.95,107,58,7,51,238.28500000000003,140.116,14.007,126.10900000000001,600,185,60,125,10.5,3.44,1,2.44,19,6,2,4,47.9556222,14.53413,5.5386,8.995529999999999,79.9,28,2.9000000000000004,25.1,161.2619,56.17,7.005800000000001,49.1642,650.25,220,9.25,210.75,17.766000000000002,6.88,0.05600000000000001,6.824,32,12,0.1,11.9,78.69216143999999,29.06826,0.27693,28.79133,298,340,33
Ca8.51CeP7O28Eu0.04Mn0.45,45,28,0.04,27.96,189,63,8,55,434.068805998,151.964,15.999,135.965,850,185,60,125,9.3,3.44,0,3.44,24,7,2,5,48.8608982,13.618054,5.5386,8.079454000000002,570.97,224,2.52,221.48,1176.768793786,447.97200000000004,6.07856,441.89344000000006,4167.2,1680,7.4,1672.6,121.9775,96.32,0,96.32,225.25,168,0.08,167.92,515.845988252,381.305512,0.2268154,381.0786966,298,320,33
Ba2Gd4.6B5O17Eu0.4,29,17,0.4,16.6,196,64,5,59,473.35,157.25,10.81,146.44,725,215,60,155,7.57,3.44,0,3.44,15,6,2,4,38.947918,13.618054,5.211664,8.406390000000002,592.6,294.4,25,269.4,1384.8225999999997,723.3499999999999,54.050000000000004,669.3,2777,1020,74,946,75.97999999999999,58.48,0,58.48,131,102,0.8,101.2,313.97755659999996,231.506918,2.268154,229.238764,298,396,33.2
SrBi2B2O7Sm0.04,12.04,7,0.04,6.96,196,83,5,78,473.7694000000001,208.9804,10.81,198.1704,690,200,60,140,9.5,3.44,0.95,2.49,18,6,2,4,40.5401662,13.618054,5.64371,7.974344000000001,272.48,166,2.48,163.52,645.2082,417.9608,6.014400000000001,411.9464,1117.4,420,7.4,412.6,32.956799999999994,24.08,0.0468,24.033199999999997,60.08,42,0.08,41.92,132.4140636,95.326378,0.2257484,95.1006296,298,403,33.2
Na3Bi0.87P2O8Eu0.1Tb0.03,14,8,0.03,7.97,245,83,8,75,589.832281278,208.9804,15.999,192.9814,860,185,60,125,8.459999999999999,3.44,0,3.44,21,6,1,5,48.063517700000006,13.618054,5.1390767,8.4789773,207.45999999999998,72.21,1.95,70.25999999999999,460.68594033600004,181.812948,4.7677605000000005,177.0451875,1382.95,540,5.25,534.75,36.343,27.52,0,27.52,65.61,48,0.06,47.94,152.41638552,108.944432,0.17591400000000001,108.768518,298,379,33.25
LiScP2O7Cr0.07,11.07,7,0.07,6.93,71,24,3,21,150.86476999799999,51.9961,6.94,45.0561,605,160,60,100,9.629999999999999,3.44,0.98,2.46,21,6,1,5,42.824454761,13.618054,5.391714761,8.226339239000001,111.68,56,1.6800000000000002,54.32,229.47615899599998,111.99300000000001,3.639727,108.35327300000002,934.8,420,9.8,410.2,30.916199999999996,24.08,0.11620000000000001,23.9638,56.42,42,0.42000000000000004,41.58,128.726610461,95.326378,0.47365570000000007,94.85272230000001,298,450,33.5
Ca2SrAl2O6Ce0.01Li0.01,11.02,6,0.01,5.99,140,58,3,55,317.73453850000004,140.116,6.94,133.17600000000002,895,200,60,140,9.100000000000001,3.44,0.95,2.49,16,6,1,5,42.342159561,13.618054,5.391714761,8.226339239000001,152.61,48,0.03,47.97,319.20363699999996,95.994,0.0694,95.9246,1173.3,360,1.45,358.55,26.831,20.64,0.0098,20.630200000000002,48.03,36,0.01,35.99,111.71034154761,81.708324,0.05391714761,81.65440685239001,298,355,33.6
Na3Sc1.88P3O12Ce0.03Tb0.03,19.94,12,0.03,11.97,178,65,8,57,413.959789278,158.92535,15.999,142.92635,860,185,60,125,9.04,3.44,0,3.44,19,6,1,5,47.2077067,13.618054,5.1390767,8.4789773,217.17,96,1.74,94.26,447.366941374,191.988,4.20348,187.78452,1871.6,720,5.25,714.75,53.2304,41.28,0,41.28,95.76,72,0.06,71.94,222.9716093,163.416648,0.16615799999999997,163.25049,298,320,33.7
Ca1.5Gd7.6Si6O26Ce0.05Mn0.25,41.4,26,0.05,25.95,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,817.55,486.4,2.9000000000000004,483.5,1860.4413109999998,1195.1,7.005800000000001,1188.0942,3902.25,1560,9.25,1550.75,111.9035,89.44,0.05600000000000001,89.384,200.04999999999998,156,0.1,155.9,461.0231189,354.069404,0.27693,353.792474,298,330,33.9
Li2MgTi0.999O4Mn0.001,8,4,0.001,3.999,70,25,3,22,150.04904399999998,54.938044,6.94,47.998044,635,150,60,90,8.82,3.44,0.98,2.46,20,7,1,6,40.918141761,13.618054,5.391714761,8.226339239000001,72.00300000000001,32,0.025,31.975,150.05507104400002,63.996,0.054938044,63.941061956000006,820,290,0.14,289.86,18.570010000000003,13.76,0.0015500000000000002,13.75845,32.003,24,0.007,23.993,79.73060642,54.472216,0.007434018000000001,54.464781982000005,298,476,34
Ba1.39Sr0.6ZnS3Eu0.01,6,3,0.01,2.99,203,63,16,47,474.351,151.964,32.06,119.904,835,215,100,115,6.07,2.58,0,2.58,24,12,2,10,36.3311252,10.36001,5.211664,5.148346000000001,179.26999999999998,77.83999999999999,0.63,77.21,406.53616999999997,190.88452999999998,1.51964,189.36488999999997,855.6999999999999,300,1.85,298.15,11.197099999999999,7.74,0,7.74,34.00000000000001,18,0.02,17.98,51.19206613,31.08003,0.05670385,31.02332615,298,440,34
Mg2Y8Si6O26Ce0.003Mn0.05,42.053,26,0.003,25.997,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,629.424,312,0.17400000000000002,311.826,1347.5079702,711.24672,0.42034800000000005,710.826372,3967.555,1560,0.555,1559.445,113.30086,89.44,0.0033600000000000006,89.43664,208.356,156,0.006,155.994,468.39836870000005,354.069404,0.0166158,354.0527882,298,292,34
Mg2Y8Si6O26Ce0.01Mn0.4,42.41,26,0.01,25.99,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,638.58,312,0.58,311.42,1367.7170975999998,711.24672,1.4011600000000002,709.84556,4017.85,1560,1.85,1558.15,113.8512,89.44,0.011200000000000002,89.4288,210.82000000000002,156,0.02,155.98,471.03904520000003,354.069404,0.055386,354.014018,298,324,34
Mg2Y8Si6O26Ce0.005Mn0.05,42.055,26,0.005,25.995,156,58,8,50,352.348884,140.116,15.999,124.11700000000002,825,185,60,125,10.54,3.44,1.12,2.32,24,7,2,5,48.605850000000004,13.618054,5.5386,8.079454000000002,629.54,312,0.29,311.71,1347.7882022,711.24672,0.7005800000000001,710.54614,3967.925,1560,0.925,1559.075,113.3031,89.44,0.005600000000000001,89.4344,208.35999999999999,156,0.01,155.99,468.40944590000004,354.069404,0.027693,354.041711,298,324,34
Y2Mg1.94Al2Si2O12Eu0.06,19.999999999999996,12,0.06,11.94,149,63,8,55,336.2403785,151.964,15.999,135.965,810,185,60,125,9.48,3.44,0,3.44,20,6,2,4,47.2893854,13.618054,5.670385,7.947669000000001,255.06,96,3.78,92.22,536.202297,191.988,9.11784,182.87016,1852.1,720,11.1,708.9,53.281400000000005,41.28,0,41.28,96,72,0.12,71.88,219.2999898,163.416648,0.34022309999999995,163.0764249,298,370,34
RbCaGdP2O8Ce0.1Mn0.25,13.35,8,0.1,7.9,227,64,8,56,524.822605998,157.25,15.999,141.251,1080,235,60,175,11.32,3.44,0.82,2.62,25,7,1,6,53.5174372,13.618054,4.177128,9.440926000000001,227.05,64,5.800000000000001,58.2,500.48143499599996,157.25,13.734511,143.515489,1328.5,480,18.5,461.5,35.419500000000006,27.52,0.11200000000000002,27.408,64.95,48,0.2,47.8,148.7702477,108.944432,0.55386,108.390572,298,334,34.06
CsK2Gd0.2V2O8Eu0.8,14,8,0.2,7.8,232,64,8,56,548.15825196,157.25,15.999,141.251,1040,260,60,200,7.879999999999999,3.44,0,3.44,17,6,1,5,40.418991088,13.618054,3.893905548,9.724148452000001,266.20000000000005,64,12.8,51.2,593.99825196,132.90545196,31.450000000000003,101.45545195999999,1634,480,36,444,33.45,27.52,0,27.52,63,48,0.4,47.6,140.77830582800001,108.944432,1.2299592000000001,107.71447280000001,298,312,34.1
K2Gd0.96PWO8Sm0.04,13,8,0.04,7.96,242,74,8,66,577.521061998,183.84,15.999,167.841,880,220,60,160,10.52,3.44,0.82,2.62,22,6,1,5,48.10293954,13.618054,4.34066354,9.27739046,254.92,74,2.48,71.52,577.976761998,183.84,6.014400000000001,177.8256,1335.2,480,7.4,472.6,34.248799999999996,27.52,0.0468,27.4732,63,48,0.08,47.92,142.10602763999998,108.944432,0.2257484,108.7186836,298,404,34.1
Na3Bi0.95P3O12Eu0.05,19,12,0.05,11.95,180,83,8,75,430.906931278,208.9804,15.999,192.9814,685,185,60,125,8.459999999999999,3.44,0,3.44,19,6,1,5,42.19971770000001,13.618054,5.1390767,8.4789773,256,96,3.1500000000000004,92.85,560.008173834,198.53137999999998,7.5982,190.93318,1721.25,720,9.25,710.75,52.445,41.28,0,41.28,94.85,72,0.1,71.9,217.49869555,163.416648,0.28351925,163.13312875,298,396,34.15
Ca2LaTa0.996O6Mn0.004,10,6,0.004,5.996,183,73,8,65,430.868394,180.94788,15.999,164.94888,720,195,60,135,8.59,3.44,1,2.44,23,7,2,5,40.2916972,13.618054,5.5769,8.041154,217.808,72.708,0.1,72.608,495.499310656,180.22408848,0.219752176,180.00433630400002,1059.98,360,0.56,359.44,25.2402,20.64,0.006200000000000001,20.6338,48.008,36,0.028,35.972,107.060642192,81.708324,0.029736072000000002,81.678587928,298,325,34.6
